Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Nuk flas mirë shqip.";"Türkçem çok iyi değil.";[sound:trTR_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/ˈtyɾkt͡ʃɛm t͡ʃok iˈji deˈjil/";"/ˈtyurk-chem chok ee-yee de-ˈyil/";"";""
"Si thuhet … në shqip?";"… Türkçe nasıl denir?";[sound:trTR_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/tyɾkt͡ʃe nɯˈsɯl deˈniɾ/";"/tyurk-che na-ˈsul de-ˈnir/";"";""
"Menyja, ju lutem.";"Menü lütfen.";[sound:trTR_REQUEST_MENU.mp3];"/ˈmɛnʏ ˈlytfen/";"/ˈme-ny ˈlyt-fen/";"";""
"Kafe";"Kahve";[sound:trTR_REQUEST_COFFEE.mp3];"/ˈkahve/";"/ˈkah-ve/";"";""
"Ujë";"Su";[sound:trTR_REQUEST_WATER.mp3];"/su/";"/su/";"";""
"ju lutem";"lütfen";[sound:trTR_REQUEST_PLEASE.mp3];"/ˈlytfen/";"/ˈlyt-fen/";"";""
"Llogarinë, ju lutem.";"Hesap lütfen.";[sound:trTR_REQUEST_BILL.mp3];"/heˈsap ˈlytfen/";"/he-ˈsap ˈlyt-fen/";"";""
"Jam vegjetarian/e.";"Vejetaryenim.";[sound:trTR_DINING_VEGETARIAN.mp3];"/ved͡ʒetaɾˈjenim/";"/ve-je-tar-ˈye-nim/";"“-e” for female.";""
"Ishte shumë e shijshme!";"Çok lezzetliydi!";[sound:trTR_DINING_DELICIOUS.mp3];"/t͡ʃok lezˈzetlijdi/";"/chok lez-ˈzet-lee-y-dee/";"";""
"Është shumë e mirë!";"Harika olmuş!";[sound:trTR_DINING_YUMMY.mp3];"/haˈɾika ˈolmuʃ/";"/ha-ˈri-ka ˈol-mush/";"";""
"Ku është stacioni i trenit?";"Tren istasyonu nerede?";[sound:trTR_NAVIGATION_TRAIN_STATION.mp3];"/tɾɛn istaˈsjonu neˈɾede/";"/tren is-ta-syo-nu ne-ˈre-de/";"";""
"Ku është tualeti?";"Tuvalet nerede?";[sound:trTR_NAVIGATION_RESTROOM.mp3];"/tuvaˈlet neˈɾede/";"/tu-va-ˈlet ne-ˈre-de/";"";""
"Ku ka bankomat?";"En yakın ATM nerede?";[sound:trTR_NAVIGATION_ATM.mp3];"/ɛn jɯˈkɯn a.teːˈme neˈɾede/";"/en yə-ˈkun A-T-E me-ˈre-de/";"";""
"Sa kushton kjo?";"Bu ne kadar?";[sound:trTR_SHOPPING_HOW_MUCH.mp3];"/bu ne kaˈdaɾ/";"/bu ne ka-ˈdar/";"";""
"Mund të paguaj me kartë?";"Kartla ödeyebilir miyim?";[sound:trTR_SHOPPING_PAY_BY_CARD.mp3];"/ˈkaɾtɫa œdejeˈbiɾ miˈjim/";"/ˈkart-la o-de-ye-ˈbir mi-ˈyim/";"";""
"Paguaj me para në dorë.";"Nakit ödeyeceğim.";[sound:trTR_SHOPPING_PAY_BY_CASH.mp3];"/naˈkit œdejeˈd͡ʒeːjim/";"/na-ˈkit o-de-ye-ˈjem/";"";""
"Ndihmë!";"Yardım!";[sound:trTR_EMERGENCY_HELP.mp3];"/jaɾˈdɯm/";"/yar-ˈdum/";"";""
"Më duhet një mjek!";"Doktora ihtiyacım var!";[sound:trTR_EMERGENCY_DOCTOR.mp3];"/doktoˈɾa ihtaˈjad͡ʒɯm vaɾ/";"/dok-to-ˈra ih-ta-ˈya-jum var/";"";""
"Thirrni policinë!";"Polisi arayın!";[sound:trTR_EMERGENCY_POLICE.mp3];"/poˈlisi aˈɾajɯn/";"/po-ˈli-si a-ˈra-yun/";"";""
"një";"bir";[sound:trTR_NUMBER_ONE.mp3];"/biɾ/";"/bir/";"";""
"dy";"iki";[sound:trTR_NUMBER_TWO.mp3];"/iˈki/";"/i-ˈki/";"";""
"tre";"üç";[sound:trTR_NUMBER_THREE.mp3];"/yt͡ʃ/";"/yuch/";"";""
"katër";"dört";[sound:trTR_NUMBER_FOUR.mp3];"/dœɾt/";"/dört/";"";""
"pesë";"beş";[sound:trTR_NUMBER_FIVE.mp3];"/beʃ/";"/besh/";"";""
"gjashtë";"altı";[sound:trTR_NUMBER_SIX.mp3];"/alˈtɯ/";"/al-ˈtuh/";"";""
"shtatë";"yedi";[sound:trTR_NUMBER_SEVEN.mp3];"/jeˈdi/";"/ye-ˈdi/";"";""
"tetë";"sekiz";[sound:trTR_NUMBER_EIGHT.mp3];"/seˈkiz/";"/se-ˈkiz/";"";""
"nëntë";"dokuz";[sound:trTR_NUMBER_NINE.mp3];"/doˈkuz/";"/do-ˈkuz/";"";""
"dhjetë";"on";[sound:trTR_NUMBER_TEN.mp3];"/on/";"/on/";"";""
