Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Llogarinë, ju lutem.";"Can we get the check, please?";[sound:enUS_REQUEST_BILL.mp3];"/kæn wi ɡɛt ðə tʃɛk, pliz/";"/kan wee get thuh chek, pleez/";"";""
"Jam vegjetarian/e.";"I'm vegetarian.";[sound:enUS_DINING_VEGETARIAN.mp3];"/aɪm ˌvɛdʒəˈtɛriən/";"/aim vej-ə-ˈteh-ree-ən/";"“-e” for female.";""
"Ishte shumë e shijshme!";"That was delicious!";[sound:enUS_DINING_DELICIOUS.mp3];"/ðæt wəz dɪˈlɪʃəs/";"/that wuz di-ˈli-shəs/";"";""
"Është shumë e mirë!";"This is really good!";[sound:enUS_DINING_YUMMY.mp3];"/ðɪs ɪz ˈrɪəli ɡʊd/";"/this iz ˈree-ə-lee gud/";"";""
"Ku është stacioni i trenit?";"Where's the train station?";[sound:enUS_NAVIGATION_TRAIN_STATION.mp3];"/wɛrz ðə treɪn ˈsteɪʃən/";"/wairz thuh trayn ˈstay-shən/";"";""
"Ku është tualeti?";"Where's the restroom?";[sound:enUS_NAVIGATION_RESTROOM.mp3];"/wɛrz ðə ˈrɛsˌtrum/";"/wairz thuh REST-room/";"";""
"Ku ka bankomat?";"Where's the nearest ATM?";[sound:enUS_NAVIGATION_ATM.mp3];"/wɛrz ðə ˈnɪrɪst ˌeɪtiˈɛm/";"/wairz thuh NEER-ist A-T-M/";"";""
"Sa kushton kjo?";"How much is this?";[sound:enUS_SHOPPING_HOW_MUCH.mp3];"/haʊ mʌtʃ ɪz ðɪs/";"/how much iz this/";"";""
"Mund të paguaj me kartë?";"Can I pay with a card?";[sound:enUS_SHOPPING_PAY_BY_CARD.mp3];"/kæn aɪ peɪ wɪð ə kɑrd/";"/kan ai pay with uh kard/";"";""
"Paguaj me para në dorë.";"I'll pay in cash.";[sound:enUS_SHOPPING_PAY_BY_CASH.mp3];"/aɪl peɪ ɪn kæʃ/";"/ail pay in kash/";"";""
"Ndihmë!";"Help!";[sound:enUS_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"Më duhet një mjek!";"I need a doctor!";[sound:enUS_EMERGENCY_DOCTOR.mp3];"/aɪ nid ə ˈdɑktɚ/";"/ai need uh ˈdok-ter/";"";""
"Thirrni policinë!";"Call the police!";[sound:enUS_EMERGENCY_POLICE.mp3];"/kɔl ðə pəˈlis/";"/kawl thuh puh-ˈlees/";"";""
"një";"one";[sound:enUS_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"dy";"two";[sound:enUS_NUMBER_TWO.mp3];"/tu/";"/too/";"";""
"tre";"three";[sound:enUS_NUMBER_THREE.mp3];"/θri/";"/three/";"";""
"katër";"four";[sound:enUS_NUMBER_FOUR.mp3];"/fɔr/";"/for/";"";""
"pesë";"five";[sound:enUS_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"gjashtë";"six";[sound:enUS_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"shtatë";"seven";[sound:enUS_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"tetë";"eight";[sound:enUS_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"nëntë";"nine";[sound:enUS_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"dhjetë";"ten";[sound:enUS_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
