Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Wo ist die Toilette?";"Tuvalet nerede?";[sound:trTR_NAVIGATION_RESTROOM.mp3];"/tuvaˈlet neˈɾede/";"/tu-va-ˈlet ne-ˈre-de/";"";""
"Wo ist der nächste Geldautomat?";"En yakın ATM nerede?";[sound:trTR_NAVIGATION_ATM.mp3];"/ɛn jɯˈkɯn a.teːˈme neˈɾede/";"/en yə-ˈkun A-T-E me-ˈre-de/";"";""
"Was kostet das?";"Bu ne kadar?";[sound:trTR_SHOPPING_HOW_MUCH.mp3];"/bu ne kaˈdaɾ/";"/bu ne ka-ˈdar/";"";""
"Kann ich mit Karte zahlen?";"Kartla ödeyebilir miyim?";[sound:trTR_SHOPPING_PAY_BY_CARD.mp3];"/ˈkaɾtɫa œdejeˈbiɾ miˈjim/";"/ˈkart-la o-de-ye-ˈbir mi-ˈyim/";"";""
"Ich zahle bar.";"Nakit ödeyeceğim.";[sound:trTR_SHOPPING_PAY_BY_CASH.mp3];"/naˈkit œdejeˈd͡ʒeːjim/";"/na-ˈkit o-de-ye-ˈjem/";"";""
"Hilfe!";"Yardım!";[sound:trTR_EMERGENCY_HELP.mp3];"/jaɾˈdɯm/";"/yar-ˈdum/";"";""
"Ich brauche einen Arzt!";"Doktora ihtiyacım var!";[sound:trTR_EMERGENCY_DOCTOR.mp3];"/doktoˈɾa ihtaˈjad͡ʒɯm vaɾ/";"/dok-to-ˈra ih-ta-ˈya-jum var/";"";""
"Rufen Sie die Polizei!";"Polisi arayın!";[sound:trTR_EMERGENCY_POLICE.mp3];"/poˈlisi aˈɾajɯn/";"/po-ˈli-si a-ˈra-yun/";"";""
"eins";"bir";[sound:trTR_NUMBER_ONE.mp3];"/biɾ/";"/bir/";"";""
"zwei";"iki";[sound:trTR_NUMBER_TWO.mp3];"/iˈki/";"/i-ˈki/";"";""
"drei";"üç";[sound:trTR_NUMBER_THREE.mp3];"/yt͡ʃ/";"/yuch/";"";""
"vier";"dört";[sound:trTR_NUMBER_FOUR.mp3];"/dœɾt/";"/dört/";"";""
"fünf";"beş";[sound:trTR_NUMBER_FIVE.mp3];"/beʃ/";"/besh/";"";""
"sechs";"altı";[sound:trTR_NUMBER_SIX.mp3];"/alˈtɯ/";"/al-ˈtuh/";"";""
"sieben";"yedi";[sound:trTR_NUMBER_SEVEN.mp3];"/jeˈdi/";"/ye-ˈdi/";"";""
"acht";"sekiz";[sound:trTR_NUMBER_EIGHT.mp3];"/seˈkiz/";"/se-ˈkiz/";"";""
"neun";"dokuz";[sound:trTR_NUMBER_NINE.mp3];"/doˈkuz/";"/do-ˈkuz/";"";""
"zehn";"on";[sound:trTR_NUMBER_TEN.mp3];"/on/";"/on/";"";""
