Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"En yakın ATM nerede?";"Πού είναι το κοντινότερο ΑΤΜ;";[sound:elGR_NAVIGATION_ATM.mp3];"/pu ˈine to kondiˈnotero a.teˈem/";"/pu ˈi-ne to kon-di-ˈno-te-ro A-T-M/";"";""
"Bu ne kadar?";"Πόσο κάνει αυτό;";[sound:elGR_SHOPPING_HOW_MUCH.mp3];"/ˈposo ˈkani afˈto/";"/ˈpo-so ˈka-ni af-ˈto/";"";""
"Kartla ödeyebilir miyim?";"Μπορώ με κάρτα;";[sound:elGR_SHOPPING_PAY_BY_CARD.mp3];"/boˈro me ˈkarta/";"/bo-ˈro me ˈkar-ta/";"";""
"Nakit ödeyeceğim.";"Με μετρητά.";[sound:elGR_SHOPPING_PAY_BY_CASH.mp3];"/me metriˈta/";"/me me-tri-ˈta/";"";""
"Yardım!";"Βοήθεια!";[sound:elGR_EMERGENCY_HELP.mp3];"/voˈiθia/";"/vo-ˈee-thia/";"";""
"Doktora ihtiyacım var!";"Χρειάζομαι γιατρό!";[sound:elGR_EMERGENCY_DOCTOR.mp3];"/xriˈazome ʝaˈtro/";"/hri-ˈa-zo-me ya-ˈtro/";"";""
"Polisi arayın!";"Καλέστε την αστυνομία!";[sound:elGR_EMERGENCY_POLICE.mp3];"/kaˈleste tin astinoˈmia/";"/ka-ˈles-te tin as-ti-no-ˈmi-a/";"";""
"bir";"ένα";[sound:elGR_NUMBER_ONE.mp3];"/ˈena/";"/ˈe-na/";"";""
"iki";"δύο";[sound:elGR_NUMBER_TWO.mp3];"/ˈðio/";"/ˈthio/";"";""
"üç";"τρία";[sound:elGR_NUMBER_THREE.mp3];"/ˈtria/";"/ˈtri-a/";"";""
"dört";"τέσσερα";[sound:elGR_NUMBER_FOUR.mp3];"/ˈtesera/";"/ˈte-se-ra/";"";""
"beş";"πέντε";[sound:elGR_NUMBER_FIVE.mp3];"/ˈpende/";"/ˈpen-de/";"";""
"altı";"έξι";[sound:elGR_NUMBER_SIX.mp3];"/ˈeksi/";"/ˈek-si/";"";""
"yedi";"εφτά";[sound:elGR_NUMBER_SEVEN.mp3];"/eˈfta/";"/e-ˈfta/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά»."
"sekiz";"οχτώ";[sound:elGR_NUMBER_EIGHT.mp3];"/oˈxto/";"/o-ˈhto/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ»."
"dokuz";"εννιά";[sound:elGR_NUMBER_NINE.mp3];"/eˈɲa/";"/e-ˈnia/";"";"Πιο επίσημο: «εννέα»."
"on";"δέκα";[sound:elGR_NUMBER_TEN.mp3];"/ˈðeka/";"/ˈthe-ka/";"";""
