Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Ujë";"Νερό";[sound:elGR_REQUEST_WATER.mp3];"/neˈro/";"/ne-ˈro/";"";""
"ju lutem";"παρακαλώ";[sound:elGR_REQUEST_PLEASE.mp3];"/parakaˈlo/";"/pa-ra-ka-ˈlo/";"";"Χρήση όταν ζητάμε κάτι."
"Llogarinë, ju lutem.";"Λογαριασμό, παρακαλώ.";[sound:elGR_REQUEST_BILL.mp3];"/loɣarjazˈmo, parakaˈlo/";"/lo-ɣa-riaz-ˈmo, pa-ra-ka-ˈlo/";"";""
"Jam vegjetarian/e.";"Είμαι χορτοφάγος.";[sound:elGR_DINING_VEGETARIAN.mp3];"/ˈime xortoˈfaʝos/";"/ˈi-me hor-to-ˈfa-yos/";"“-e” for female.";"Για γυναίκα: «χορτοφάγα»."
"Ishte shumë e shijshme!";"Ήταν πεντανόστιμο!";[sound:elGR_DINING_DELICIOUS.mp3];"/ˈitan pendanˈostimo/";"/ˈi-tan pen-da-ˈno-sti-mo/";"";""
"Është shumë e mirë!";"Είναι τέλειο!";[sound:elGR_DINING_YUMMY.mp3];"/ˈine ˈtelio/";"/ˈi-ne ˈte-lio/";"";""
"Ku është stacioni i trenit?";"Πού είναι ο σταθμός;";[sound:elGR_NAVIGATION_TRAIN_STATION.mp3];"/pu ˈine o staθˈmos/";"/pu ˈi-ne o stath-ˈmos/";"";""
"Ku është tualeti?";"Πού είναι η τουαλέτα;";[sound:elGR_NAVIGATION_RESTROOM.mp3];"/pu ˈine i tuaˈleta/";"/pu ˈi-ne i tua-ˈle-ta/";"";""
"Ku ka bankomat?";"Πού είναι το κοντινότερο ΑΤΜ;";[sound:elGR_NAVIGATION_ATM.mp3];"/pu ˈine to kondiˈnotero a.teˈem/";"/pu ˈi-ne to kon-di-ˈno-te-ro A-T-M/";"";""
"Sa kushton kjo?";"Πόσο κάνει αυτό;";[sound:elGR_SHOPPING_HOW_MUCH.mp3];"/ˈposo ˈkani afˈto/";"/ˈpo-so ˈka-ni af-ˈto/";"";""
"Mund të paguaj me kartë?";"Μπορώ με κάρτα;";[sound:elGR_SHOPPING_PAY_BY_CARD.mp3];"/boˈro me ˈkarta/";"/bo-ˈro me ˈkar-ta/";"";""
"Paguaj me para në dorë.";"Με μετρητά.";[sound:elGR_SHOPPING_PAY_BY_CASH.mp3];"/me metriˈta/";"/me me-tri-ˈta/";"";""
"Ndihmë!";"Βοήθεια!";[sound:elGR_EMERGENCY_HELP.mp3];"/voˈiθia/";"/vo-ˈee-thia/";"";""
"Më duhet një mjek!";"Χρειάζομαι γιατρό!";[sound:elGR_EMERGENCY_DOCTOR.mp3];"/xriˈazome ʝaˈtro/";"/hri-ˈa-zo-me ya-ˈtro/";"";""
"Thirrni policinë!";"Καλέστε την αστυνομία!";[sound:elGR_EMERGENCY_POLICE.mp3];"/kaˈleste tin astinoˈmia/";"/ka-ˈles-te tin as-ti-no-ˈmi-a/";"";""
"një";"ένα";[sound:elGR_NUMBER_ONE.mp3];"/ˈena/";"/ˈe-na/";"";""
"dy";"δύο";[sound:elGR_NUMBER_TWO.mp3];"/ˈðio/";"/ˈthio/";"";""
"tre";"τρία";[sound:elGR_NUMBER_THREE.mp3];"/ˈtria/";"/ˈtri-a/";"";""
"katër";"τέσσερα";[sound:elGR_NUMBER_FOUR.mp3];"/ˈtesera/";"/ˈte-se-ra/";"";""
"pesë";"πέντε";[sound:elGR_NUMBER_FIVE.mp3];"/ˈpende/";"/ˈpen-de/";"";""
"gjashtë";"έξι";[sound:elGR_NUMBER_SIX.mp3];"/ˈeksi/";"/ˈek-si/";"";""
"shtatë";"εφτά";[sound:elGR_NUMBER_SEVEN.mp3];"/eˈfta/";"/e-ˈfta/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά»."
"tetë";"οχτώ";[sound:elGR_NUMBER_EIGHT.mp3];"/oˈxto/";"/o-ˈhto/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ»."
"nëntë";"εννιά";[sound:elGR_NUMBER_NINE.mp3];"/eˈɲa/";"/e-ˈnia/";"";"Πιο επίσημο: «εννέα»."
"dhjetë";"δέκα";[sound:elGR_NUMBER_TEN.mp3];"/ˈðeka/";"/ˈthe-ka/";"";""
