Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Cardápio, por favor.";"Speisekarte, bitte.";[sound:deDE_REQUEST_MENU.mp3];"/ˈʃpaɪ̯zəˌkaʁtə ˈbɪtə/";"/ˈshpai-ze-kar-te ˈbi-te/";"";""
"Café";"Kaffee";[sound:deDE_REQUEST_COFFEE.mp3];"/ˈkafeː/";"/ˈka-feh/";"";""
"Água";"Wasser";[sound:deDE_REQUEST_WATER.mp3];"/ˈvasɐ/";"/ˈvas-ser/";"";""
"por favor";"bitte";[sound:deDE_REQUEST_PLEASE.mp3];"/ˈbɪtə/";"/ˈbi-te/";"";"Beim Bestellen/Bitten."
"A conta, por favor.";"Die Rechnung, bitte.";[sound:deDE_REQUEST_BILL.mp3];"/diː ˈʁɛçnʊŋ ˈbɪtə/";"/dee ˈrech-nung ˈbi-te/";"";""
"Sou vegetariano/a.";"Ich bin Vegetarier(in).";[sound:deDE_DINING_VEGETARIAN.mp3];"/ɪç bɪn veɡeˈtaːʁi̯ɐ(ɪn)/";"/ich bin ve-ge-ˈtaar-ee-er(-in)/";"“-a” for female.";"„-in“ für weiblich."
"Tava uma delícia!";"War sehr lecker!";[sound:deDE_DINING_DELICIOUS.mp3];"/vaːɐ̯ zeːɐ̯ ˈlɛkɐ/";"/var zair ˈle-ker/";"";""
"Tá muito bom!";"Schmeckt richtig gut!";[sound:deDE_DINING_YUMMY.mp3];"/ʃmɛkt ˈʁɪçtɪç ɡuːt/";"/shmekt ˈrich-tich guut/";"";""
"Onde fica a estação?";"Wo ist der Bahnhof?";[sound:deDE_NAVIGATION_TRAIN_STATION.mp3];"/voː ɪst deːɐ̯ ˈbaːnhoːf/";"/vo ist der ˈbahn-hohf/";"";""
"Onde fica o banheiro?";"Wo ist die Toilette?";[sound:deDE_NAVIGATION_RESTROOM.mp3];"/voː ɪst diː toi̯ˈlɛtə/";"/vo ist dee toi-ˈle-te/";"";""
"Onde tem caixa eletrônico?";"Wo ist der nächste Geldautomat?";[sound:deDE_NAVIGATION_ATM.mp3];"/voː ɪst deːɐ̯ ˈnɛːçstə ˈɡɛltʔaʊ̯toːmaːt/";"/vo ist der ˈneech-ste ˈgelt-au-to-maat/";"";""
"Quanto é?";"Was kostet das?";[sound:deDE_SHOPPING_HOW_MUCH.mp3];"/vas ˈkɔstət das/";"/vas ˈkos-tet das/";"";""
"Posso pagar com cartão?";"Kann ich mit Karte zahlen?";[sound:deDE_SHOPPING_PAY_BY_CARD.mp3];"/kan ɪç mɪt ˈkaʁtə ˈtsaːlən/";"/kan ich mit ˈkar-te ˈtsa-len/";"";""
"Pago em dinheiro.";"Ich zahle bar.";[sound:deDE_SHOPPING_PAY_BY_CASH.mp3];"/ɪç ˈtsaːlə baːɐ̯/";"/ich ˈtsa-le baar/";"";""
"Socorro!";"Hilfe!";[sound:deDE_EMERGENCY_HELP.mp3];"/ˈhɪlfə/";"/ˈhil-fe/";"";""
"Preciso de um médico!";"Ich brauche einen Arzt!";[sound:deDE_EMERGENCY_DOCTOR.mp3];"/ɪç ˈbʁaʊ̯xə ˈaɪ̯nən aːɐ̯tst/";"/ich ˈbrow-che ˈai-nen arzt/";"";""
"Chama a polícia!";"Rufen Sie die Polizei!";[sound:deDE_EMERGENCY_POLICE.mp3];"/ˈʁuːfn̩ ziː diː pɔliˈt͡saɪ̯/";"/ˈruu-fen zee dee po-li-ˈtsai/";"";""
"um";"eins";[sound:deDE_NUMBER_ONE.mp3];"/aɪ̯ns/";"/ains/";"";""
"dois";"zwei";[sound:deDE_NUMBER_TWO.mp3];"/t͡svaɪ̯/";"/tsvai/";"";""
"três";"drei";[sound:deDE_NUMBER_THREE.mp3];"/dʁaɪ̯/";"/drai/";"";""
"quatro";"vier";[sound:deDE_NUMBER_FOUR.mp3];"/fiːɐ̯/";"/feer/";"";""
"cinco";"fünf";[sound:deDE_NUMBER_FIVE.mp3];"/fʏnf/";"/fuenf/";"";""
"seis";"sechs";[sound:deDE_NUMBER_SIX.mp3];"/zɛks/";"/zeks/";"";""
"sete";"sieben";[sound:deDE_NUMBER_SEVEN.mp3];"/ˈziːbən/";"/ˈzee-ben/";"";""
"oito";"acht";[sound:deDE_NUMBER_EIGHT.mp3];"/axt/";"/acht/";"";""
"nove";"neun";[sound:deDE_NUMBER_NINE.mp3];"/nɔʏ̯n/";"/noyn/";"";""
"dez";"zehn";[sound:deDE_NUMBER_TEN.mp3];"/tseːn/";"/tsehn/";"";""
