Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Μιλάτε Αγγλικά;";"İngilizce biliyor musunuz?";[sound:trTR_COMMUNICATION_SPEAK_ENGLISH.mp3];"/iŋɡiˈlizd͡ʒe biˈliːjoɾ musuˈnuz/";"/ing-gee-ˈliz-je bi-ˈlee-yor mu-su-ˈnuz/";"";""
"Λίγο πιο αργά, παρακαλώ.";"Biraz daha yavaş konuşur musunuz, lütfen?";[sound:trTR_COMMUNICATION_SPEAK_SLOWER.mp3];"/biˈɾaz daˈha jaˈvaʃ koˈnuʃuɾ musuˈnuz ˈlytfen/";"/bi-ˈraz da-ˈha ya-ˈvash ko-ˈnu-shur mu-su-ˈnuz ˈlyt-fen/";"";""
"Τα Ελληνικά μου δεν είναι πολύ καλά.";"Türkçem çok iyi değil.";[sound:trTR_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/ˈtyɾkt͡ʃɛm t͡ʃok iˈji deˈjil/";"/ˈtyurk-chem chok ee-yee de-ˈyil/";"";""
"Πώς το λέτε στα Ελληνικά;";"… Türkçe nasıl denir?";[sound:trTR_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/tyɾkt͡ʃe nɯˈsɯl deˈniɾ/";"/tyurk-che na-ˈsul de-ˈnir/";"";""
"Κατάλογο, παρακαλώ.";"Menü lütfen.";[sound:trTR_REQUEST_MENU.mp3];"/ˈmɛnʏ ˈlytfen/";"/ˈme-ny ˈlyt-fen/";"";""
"Καφέ";"Kahve";[sound:trTR_REQUEST_COFFEE.mp3];"/ˈkahve/";"/ˈkah-ve/";"";""
"Νερό";"Su";[sound:trTR_REQUEST_WATER.mp3];"/su/";"/su/";"";""
"παρακαλώ";"lütfen";[sound:trTR_REQUEST_PLEASE.mp3];"/ˈlytfen/";"/ˈlyt-fen/";"Χρήση όταν ζητάμε κάτι.";""
"Λογαριασμό, παρακαλώ.";"Hesap lütfen.";[sound:trTR_REQUEST_BILL.mp3];"/heˈsap ˈlytfen/";"/he-ˈsap ˈlyt-fen/";"";""
"Είμαι χορτοφάγος.";"Vejetaryenim.";[sound:trTR_DINING_VEGETARIAN.mp3];"/ved͡ʒetaɾˈjenim/";"/ve-je-tar-ˈye-nim/";"Για γυναίκα: «χορτοφάγα».";""
"Ήταν πεντανόστιμο!";"Çok lezzetliydi!";[sound:trTR_DINING_DELICIOUS.mp3];"/t͡ʃok lezˈzetlijdi/";"/chok lez-ˈzet-lee-y-dee/";"";""
"Είναι τέλειο!";"Harika olmuş!";[sound:trTR_DINING_YUMMY.mp3];"/haˈɾika ˈolmuʃ/";"/ha-ˈri-ka ˈol-mush/";"";""
"Πού είναι ο σταθμός;";"Tren istasyonu nerede?";[sound:trTR_NAVIGATION_TRAIN_STATION.mp3];"/tɾɛn istaˈsjonu neˈɾede/";"/tren is-ta-syo-nu ne-ˈre-de/";"";""
"Πού είναι η τουαλέτα;";"Tuvalet nerede?";[sound:trTR_NAVIGATION_RESTROOM.mp3];"/tuvaˈlet neˈɾede/";"/tu-va-ˈlet ne-ˈre-de/";"";""
"Πού είναι το κοντινότερο ΑΤΜ;";"En yakın ATM nerede?";[sound:trTR_NAVIGATION_ATM.mp3];"/ɛn jɯˈkɯn a.teːˈme neˈɾede/";"/en yə-ˈkun A-T-E me-ˈre-de/";"";""
"Πόσο κάνει αυτό;";"Bu ne kadar?";[sound:trTR_SHOPPING_HOW_MUCH.mp3];"/bu ne kaˈdaɾ/";"/bu ne ka-ˈdar/";"";""
"Μπορώ με κάρτα;";"Kartla ödeyebilir miyim?";[sound:trTR_SHOPPING_PAY_BY_CARD.mp3];"/ˈkaɾtɫa œdejeˈbiɾ miˈjim/";"/ˈkart-la o-de-ye-ˈbir mi-ˈyim/";"";""
"Με μετρητά.";"Nakit ödeyeceğim.";[sound:trTR_SHOPPING_PAY_BY_CASH.mp3];"/naˈkit œdejeˈd͡ʒeːjim/";"/na-ˈkit o-de-ye-ˈjem/";"";""
"Βοήθεια!";"Yardım!";[sound:trTR_EMERGENCY_HELP.mp3];"/jaɾˈdɯm/";"/yar-ˈdum/";"";""
"Χρειάζομαι γιατρό!";"Doktora ihtiyacım var!";[sound:trTR_EMERGENCY_DOCTOR.mp3];"/doktoˈɾa ihtaˈjad͡ʒɯm vaɾ/";"/dok-to-ˈra ih-ta-ˈya-jum var/";"";""
"Καλέστε την αστυνομία!";"Polisi arayın!";[sound:trTR_EMERGENCY_POLICE.mp3];"/poˈlisi aˈɾajɯn/";"/po-ˈli-si a-ˈra-yun/";"";""
"ένα";"bir";[sound:trTR_NUMBER_ONE.mp3];"/biɾ/";"/bir/";"";""
"δύο";"iki";[sound:trTR_NUMBER_TWO.mp3];"/iˈki/";"/i-ˈki/";"";""
"τρία";"üç";[sound:trTR_NUMBER_THREE.mp3];"/yt͡ʃ/";"/yuch/";"";""
"τέσσερα";"dört";[sound:trTR_NUMBER_FOUR.mp3];"/dœɾt/";"/dört/";"";""
"πέντε";"beş";[sound:trTR_NUMBER_FIVE.mp3];"/beʃ/";"/besh/";"";""
"έξι";"altı";[sound:trTR_NUMBER_SIX.mp3];"/alˈtɯ/";"/al-ˈtuh/";"";""
"εφτά";"yedi";[sound:trTR_NUMBER_SEVEN.mp3];"/jeˈdi/";"/ye-ˈdi/";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά».";""
"οχτώ";"sekiz";[sound:trTR_NUMBER_EIGHT.mp3];"/seˈkiz/";"/se-ˈkiz/";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ».";""
"εννιά";"dokuz";[sound:trTR_NUMBER_NINE.mp3];"/doˈkuz/";"/do-ˈkuz/";"Πιο επίσημο: «εννέα».";""
"δέκα";"on";[sound:trTR_NUMBER_TEN.mp3];"/on/";"/on/";"";""
