Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"… Türkçe nasıl denir?";"How do you say … in English?";[sound:enGB_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/haʊ dʊ juː seɪ ɪn ˈɪŋɡlɪʃ/";"/hau du yoo say … in ˈing-glish/";"";""
"Menü lütfen.";"Menu, please.";[sound:enGB_REQUEST_MENU.mp3];"/ˈmɛnjuː pliːz/";"/ˈmen-yoo pleez/";"";""
"Kahve";"Coffee";[sound:enGB_REQUEST_COFFEE.mp3];"/ˈkɒfi/";"/ˈko-fi/";"";""
"Su";"Water";[sound:enGB_REQUEST_WATER.mp3];"/ˈwɔːtə/";"/ˈwaw-tə/";"";""
"lütfen";"please";[sound:enGB_REQUEST_PLEASE.mp3];"/pliːz/";"/pleez/";"";"Used when asking for things."
"Hesap lütfen.";"Could we get the bill, please?";[sound:enGB_REQUEST_BILL.mp3];"/kʊd wi ɡɛt ðə bɪl, pliːz/";"/kud wee get thuh bil, pleez/";"";""
"Vejetaryenim.";"I'm vegetarian.";[sound:enGB_DINING_VEGETARIAN.mp3];"/aɪm ˌvɛdʒɪˈteəriən/";"/aim vej-i-ˈteh-ree-ən/";"";""
"Çok lezzetliydi!";"That was delicious!";[sound:enGB_DINING_DELICIOUS.mp3];"/ðæt wɒz dɪˈlɪʃəs/";"/that woz di-ˈli-shəs/";"";""
"Harika olmuş!";"This is really tasty!";[sound:enGB_DINING_YUMMY.mp3];"/ðɪs ɪz ˈrɪəli ˈteɪsti/";"/this iz ˈre-ə-lee ˈtay-stee/";"";""
"Tren istasyonu nerede?";"Where's the train station?";[sound:enGB_NAVIGATION_TRAIN_STATION.mp3];"/weəz ðə treɪn ˈsteɪʃən/";"/wairz thuh trayn ˈstay-shən/";"";""
"Tuvalet nerede?";"Where's the toilet?";[sound:enGB_NAVIGATION_RESTROOM.mp3];"/weəz ðə ˈtɔɪlət/";"/wairz thuh ˈtoy-lət/";"";"“Toilet” is the usual word in the UK; “loo” is very informal."
"En yakın ATM nerede?";"Where's the nearest cash machine?";[sound:enGB_NAVIGATION_ATM.mp3];"/weəz ðə ˈnɪərəst kæʃ məˈʃiːn/";"/wairz thuh ˈneer-əst kash mə-ˈsheen/";"";"UK says “cash machine” more than “ATM”."
"Bu ne kadar?";"How much is this?";[sound:enGB_SHOPPING_HOW_MUCH.mp3];"/haʊ mʌtʃ ɪz ðɪs/";"/how much iz this/";"";""
"Kartla ödeyebilir miyim?";"Can I pay by card?";[sound:enGB_SHOPPING_PAY_BY_CARD.mp3];"/kæn aɪ peɪ baɪ kɑːd/";"/kan ai pay bai kaard/";"";""
"Nakit ödeyeceğim.";"I'll pay in cash.";[sound:enGB_SHOPPING_PAY_BY_CASH.mp3];"/aɪl peɪ ɪn kæʃ/";"/ail pay in kash/";"";""
"Yardım!";"Help!";[sound:enGB_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"Doktora ihtiyacım var!";"I need a doctor!";[sound:enGB_EMERGENCY_DOCTOR.mp3];"/aɪ niːd ə ˈdɒktə/";"/ai need uh ˈdok-tuh/";"";""
"Polisi arayın!";"Call the police!";[sound:enGB_EMERGENCY_POLICE.mp3];"/kɔːl ðə pəˈliːs/";"/kawl thuh puh-ˈlees/";"";""
"bir";"one";[sound:enGB_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"iki";"two";[sound:enGB_NUMBER_TWO.mp3];"/tuː/";"/too/";"";""
"üç";"three";[sound:enGB_NUMBER_THREE.mp3];"/θriː/";"/three/";"";""
"dört";"four";[sound:enGB_NUMBER_FOUR.mp3];"/fɔː/";"/for/";"";""
"beş";"five";[sound:enGB_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"altı";"six";[sound:enGB_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"yedi";"seven";[sound:enGB_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"sekiz";"eight";[sound:enGB_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"dokuz";"nine";[sound:enGB_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"on";"ten";[sound:enGB_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
