Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Vous parlez anglais ?";"Fala inglês?";[sound:ptPT_COMMUNICATION_SPEAK_ENGLISH.mp3];"/ˈfalɐ ĩˈɡleʃ/";"/ˈfa-la ing-ˈlesh?/";"";""
"Plus lentement, s’il vous plaît.";"Mais devagar, se faz favor.";[sound:ptPT_COMMUNICATION_SPEAK_SLOWER.mp3];"/majʒ ðɨvɐˈɣaɾ, sɨ faʃ fɐˈvoɾ/";"/maizh də-va-ˈgar, si fash fa-ˈvor/";"";""
"Je parle pas très bien français.";"O meu português não é muito bom.";[sound:ptPT_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/u mew puɾtuˈɡeʃ nɐ̃w̃ ɛ ˈmũjtu bõ/";"/oo meh-oo por-too-ˈgesh nao eh ˈmwin-too bohng~/";"";""
"Comment on dit … en français ?";"Como se diz … em português?";[sound:ptPT_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/ˈkomu sɨ ˈdiʃ ẽ puɾtuˈɡeʃ/";"/ˈko-mu sə ˈdeesh eng por-too-ˈgesh?/";"";""
"La carte, s’il vous plaît.";"A ementa, se faz favor.";[sound:ptPT_REQUEST_MENU.mp3];"/ɐ iˈmẽtɐ, sɨ faʃ fɐˈvoɾ/";"/a i-ˈmen-ta, si fash fa-ˈvor/";"";""
"Café";"Café";[sound:ptPT_REQUEST_COFFEE.mp3];"/kɐˈfɛ/";"/ka-ˈfeh/";"";""
"Eau";"Água";[sound:ptPT_REQUEST_WATER.mp3];"/ˈaɣwɐ/";"/ˈa-gwa/";"";""
"s’il vous plaît";"se faz favor";[sound:ptPT_REQUEST_PLEASE.mp3];"/sɨ faʃ fɐˈvoɾ/";"/si fash fa-ˈvor/";"";""
"L’addition, s’il vous plaît.";"A conta, se faz favor.";[sound:ptPT_REQUEST_BILL.mp3];"/ɐ ˈkõtɐ, sɨ faʃ fɐˈvoɾ/";"/a ˈkon-ta, si fash fa-ˈvor/";"";""
"Je suis végétarien(ne).";"Sou vegetariano/a.";[sound:ptPT_DINING_VEGETARIAN.mp3];"/so(w) vɨʒɨtɐɾiˈɐnu(a)/";"/so ve-zhe-ta-ree-ˈa-no(-a)/";"Add -(ne) if female.";"“-a” para feminino."
"C’était délicieux !";"Estava delicioso!";[sound:ptPT_DINING_DELICIOUS.mp3];"/(ɨ)ʃˈtavɐ dɨliˈsjozu/";"/sh-ˈta-va dɨ-lee-ˈsyo-zu/";"";""
"C’est trop bon !";"Está mesmo bom!";[sound:ptPT_DINING_YUMMY.mp3];"/(ɨ)ʃˈta ˈmeʒmu bõ/";"/sh-ˈta ˈmezh-moo bohng~/";"";""
"Où est la gare ?";"Onde fica a estação?";[sound:ptPT_NAVIGATION_TRAIN_STATION.mp3];"/ˈõdɨ ˈfikɐ ɐ (ɨ)ʃtɐˈsɐ̃w̃/";"/ON-dih FEE-ka a sh-ta-ˈsown~/";"";""
"Où sont les toilettes ?";"Onde fica a casa de banho?";[sound:ptPT_NAVIGATION_RESTROOM.mp3];"/ˈõdɨ ˈfikɐ ɐ ˈkazɐ ðɨ ˈbɐɲu/";"/ON-dih FEE-ka a ˈka-za dɨ ˈba-nyu/";"";""
"Où est le distributeur ?";"Onde há multibanco?";[sound:ptPT_NAVIGATION_ATM.mp3];"/ˈõdɨ a muliˈtibɐ̃ku/";"/ON-dih a mul-ee-ˈtee-ban-ku/";"";""
"C’est combien ?";"Quanto é?";[sound:ptPT_SHOPPING_HOW_MUCH.mp3];"/ˈkwɐ̃tu ɛ/";"/ˈkwan-too eh?/";"";""
"Je peux payer par carte ?";"Posso pagar com cartão?";[sound:ptPT_SHOPPING_PAY_BY_CARD.mp3];"/ˈpɔsu pɐˈɡaɾ kõ kɐɾˈtɐ̃w̃/";"/ˈpo-su pa-ˈgar kong kar-ˈtawn~?/";"";""
"Je paie en espèces.";"Pago em dinheiro.";[sound:ptPT_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡu ẽ dɨˈɲejɾu/";"/ˈpa-go eng dɨ-ˈnye-ru/";"";""
"Au secours !";"Socorro!";[sound:ptPT_EMERGENCY_HELP.mp3];"/suˈkoʁu/";"/su-ˈko-hru/";"";""
"J’ai besoin d’un médecin !";"Preciso de um médico!";[sound:ptPT_EMERGENCY_DOCTOR.mp3];"/pɾɨˈsiz(u) ð(ɨ) ũ ˈmɛðiku/";"/prɨ-ˈsi-zu d(ɨ) oon ˈme-dee-ku/";"";""
"Appelez la police !";"Chame a polícia!";[sound:ptPT_EMERGENCY_POLICE.mp3];"/ˈʃɐmɨ ɐ puˈlisjɐ/";"/SHA-mi a po-ˈlee-sya/";"";""
"un";"um";[sound:ptPT_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"deux";"dois";[sound:ptPT_NUMBER_TWO.mp3];"/ˈdojʃ/";"/ˈdoysh/";"";""
"trois";"três";[sound:ptPT_NUMBER_THREE.mp3];"/tɾeʃ/";"/trehsh/";"";""
"quatre";"quatro";[sound:ptPT_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tru/";"";""
"cinq";"cinco";[sound:ptPT_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-ku/";"";""
"six";"seis";[sound:ptPT_NUMBER_SIX.mp3];"/sejʃ/";"/saysh/";"";""
"sept";"sete";[sound:ptPT_NUMBER_SEVEN.mp3];"/ˈsɛt(ɨ)/";"/ˈseh-t(uh)/";"";""
"huit";"oito";[sound:ptPT_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"neuf";"nove";[sound:ptPT_NUMBER_NINE.mp3];"/ˈnɔv(ɨ)/";"/ˈno-v(uh)/";"";""
"dix";"dez";[sound:ptPT_NUMBER_TEN.mp3];"/dɛʃ/";"/desh/";"";""
