Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Kaffee";"Καφέ";[sound:elGR_REQUEST_COFFEE.mp3];"/kaˈfe/";"/ka-ˈfe/";"";""
"Wasser";"Νερό";[sound:elGR_REQUEST_WATER.mp3];"/neˈro/";"/ne-ˈro/";"";""
"bitte";"παρακαλώ";[sound:elGR_REQUEST_PLEASE.mp3];"/parakaˈlo/";"/pa-ra-ka-ˈlo/";"Beim Bestellen/Bitten.";"Χρήση όταν ζητάμε κάτι."
"Die Rechnung, bitte.";"Λογαριασμό, παρακαλώ.";[sound:elGR_REQUEST_BILL.mp3];"/loɣarjazˈmo, parakaˈlo/";"/lo-ɣa-riaz-ˈmo, pa-ra-ka-ˈlo/";"";""
"Ich bin Vegetarier(in).";"Είμαι χορτοφάγος.";[sound:elGR_DINING_VEGETARIAN.mp3];"/ˈime xortoˈfaʝos/";"/ˈi-me hor-to-ˈfa-yos/";"„-in“ für weiblich.";"Για γυναίκα: «χορτοφάγα»."
"War sehr lecker!";"Ήταν πεντανόστιμο!";[sound:elGR_DINING_DELICIOUS.mp3];"/ˈitan pendanˈostimo/";"/ˈi-tan pen-da-ˈno-sti-mo/";"";""
"Schmeckt richtig gut!";"Είναι τέλειο!";[sound:elGR_DINING_YUMMY.mp3];"/ˈine ˈtelio/";"/ˈi-ne ˈte-lio/";"";""
"Wo ist der Bahnhof?";"Πού είναι ο σταθμός;";[sound:elGR_NAVIGATION_TRAIN_STATION.mp3];"/pu ˈine o staθˈmos/";"/pu ˈi-ne o stath-ˈmos/";"";""
"Wo ist die Toilette?";"Πού είναι η τουαλέτα;";[sound:elGR_NAVIGATION_RESTROOM.mp3];"/pu ˈine i tuaˈleta/";"/pu ˈi-ne i tua-ˈle-ta/";"";""
"Wo ist der nächste Geldautomat?";"Πού είναι το κοντινότερο ΑΤΜ;";[sound:elGR_NAVIGATION_ATM.mp3];"/pu ˈine to kondiˈnotero a.teˈem/";"/pu ˈi-ne to kon-di-ˈno-te-ro A-T-M/";"";""
"Was kostet das?";"Πόσο κάνει αυτό;";[sound:elGR_SHOPPING_HOW_MUCH.mp3];"/ˈposo ˈkani afˈto/";"/ˈpo-so ˈka-ni af-ˈto/";"";""
"Kann ich mit Karte zahlen?";"Μπορώ με κάρτα;";[sound:elGR_SHOPPING_PAY_BY_CARD.mp3];"/boˈro me ˈkarta/";"/bo-ˈro me ˈkar-ta/";"";""
"Ich zahle bar.";"Με μετρητά.";[sound:elGR_SHOPPING_PAY_BY_CASH.mp3];"/me metriˈta/";"/me me-tri-ˈta/";"";""
"Hilfe!";"Βοήθεια!";[sound:elGR_EMERGENCY_HELP.mp3];"/voˈiθia/";"/vo-ˈee-thia/";"";""
"Ich brauche einen Arzt!";"Χρειάζομαι γιατρό!";[sound:elGR_EMERGENCY_DOCTOR.mp3];"/xriˈazome ʝaˈtro/";"/hri-ˈa-zo-me ya-ˈtro/";"";""
"Rufen Sie die Polizei!";"Καλέστε την αστυνομία!";[sound:elGR_EMERGENCY_POLICE.mp3];"/kaˈleste tin astinoˈmia/";"/ka-ˈles-te tin as-ti-no-ˈmi-a/";"";""
"eins";"ένα";[sound:elGR_NUMBER_ONE.mp3];"/ˈena/";"/ˈe-na/";"";""
"zwei";"δύο";[sound:elGR_NUMBER_TWO.mp3];"/ˈðio/";"/ˈthio/";"";""
"drei";"τρία";[sound:elGR_NUMBER_THREE.mp3];"/ˈtria/";"/ˈtri-a/";"";""
"vier";"τέσσερα";[sound:elGR_NUMBER_FOUR.mp3];"/ˈtesera/";"/ˈte-se-ra/";"";""
"fünf";"πέντε";[sound:elGR_NUMBER_FIVE.mp3];"/ˈpende/";"/ˈpen-de/";"";""
"sechs";"έξι";[sound:elGR_NUMBER_SIX.mp3];"/ˈeksi/";"/ˈek-si/";"";""
"sieben";"εφτά";[sound:elGR_NUMBER_SEVEN.mp3];"/eˈfta/";"/e-ˈfta/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά»."
"acht";"οχτώ";[sound:elGR_NUMBER_EIGHT.mp3];"/oˈxto/";"/o-ˈhto/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ»."
"neun";"εννιά";[sound:elGR_NUMBER_NINE.mp3];"/eˈɲa/";"/e-ˈnia/";"";"Πιο επίσημο: «εννέα»."
"zehn";"δέκα";[sound:elGR_NUMBER_TEN.mp3];"/ˈðeka/";"/ˈthe-ka/";"";""
