Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Socorro!";"Help!";[sound:enUS_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"Preciso de um médico!";"I need a doctor!";[sound:enUS_EMERGENCY_DOCTOR.mp3];"/aɪ nid ə ˈdɑktɚ/";"/ai need uh ˈdok-ter/";"";""
"Chama a polícia!";"Call the police!";[sound:enUS_EMERGENCY_POLICE.mp3];"/kɔl ðə pəˈlis/";"/kawl thuh puh-ˈlees/";"";""
"um";"one";[sound:enUS_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"dois";"two";[sound:enUS_NUMBER_TWO.mp3];"/tu/";"/too/";"";""
"três";"three";[sound:enUS_NUMBER_THREE.mp3];"/θri/";"/three/";"";""
"quatro";"four";[sound:enUS_NUMBER_FOUR.mp3];"/fɔr/";"/for/";"";""
"cinco";"five";[sound:enUS_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"seis";"six";[sound:enUS_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"sete";"seven";[sound:enUS_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"oito";"eight";[sound:enUS_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"nove";"nine";[sound:enUS_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"dez";"ten";[sound:enUS_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
