Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Πώς σε λένε;";"Wie heißt du?";[sound:deDE_INTRODUCTION_WHATS_YOUR_NAME.mp3];"/viː ˈhaɪ̯st duː/";"/vee ˈhaist du/";"Ευγενικό πληθυντικό: «Πώς σας λένε;»";"Zu Gleichaltrigen; höflich: „Wie heißen Sie?“"
"Δεν καταλαβαίνω.";"Ich versteh’s nicht.";[sound:deDE_COMMUNICATION_DONT_UNDERSTAND.mp3];"/ɪç fɛɐ̯ˈʃteːs nɪçt/";"/ich fer-ˈshtehs nicht/";"";""
"Μιλάτε Αγγλικά;";"Sprechen Sie Englisch?";[sound:deDE_COMMUNICATION_SPEAK_ENGLISH.mp3];"/ˈʃpʁɛçn̩ ziː ˈɛŋlɪʃ/";"/ˈshprech-en zee ˈeng-lish/";"";""
"Λίγο πιο αργά, παρακαλώ.";"Ein bisschen langsamer, bitte.";[sound:deDE_COMMUNICATION_SPEAK_SLOWER.mp3];"/aɪ̯n ˈbɪsçn̩ ˈlaŋzamɐ ˈbɪtə/";"/ain ˈbis-chen ˈlang-za-mer ˈbi-te/";"";""
"Τα Ελληνικά μου δεν είναι πολύ καλά.";"Mein Deutsch ist noch nicht so gut.";[sound:deDE_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/maɪ̯n dɔʏ̯t͡ʃ ɪst nɔx nɪçt zoː ɡuːt/";"/main doitsh ist noch nicht zo guut/";"";""
"Πώς το λέτε στα Ελληνικά;";"Wie sagt man … auf Deutsch?";[sound:deDE_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/viː zaːkt man aʊ̯f dɔʏ̯t͡ʃ/";"/vee zaakt man auf doitsh/";"";""
"Κατάλογο, παρακαλώ.";"Speisekarte, bitte.";[sound:deDE_REQUEST_MENU.mp3];"/ˈʃpaɪ̯zəˌkaʁtə ˈbɪtə/";"/ˈshpai-ze-kar-te ˈbi-te/";"";""
"Καφέ";"Kaffee";[sound:deDE_REQUEST_COFFEE.mp3];"/ˈkafeː/";"/ˈka-feh/";"";""
"Νερό";"Wasser";[sound:deDE_REQUEST_WATER.mp3];"/ˈvasɐ/";"/ˈvas-ser/";"";""
"παρακαλώ";"bitte";[sound:deDE_REQUEST_PLEASE.mp3];"/ˈbɪtə/";"/ˈbi-te/";"Χρήση όταν ζητάμε κάτι.";"Beim Bestellen/Bitten."
"Λογαριασμό, παρακαλώ.";"Die Rechnung, bitte.";[sound:deDE_REQUEST_BILL.mp3];"/diː ˈʁɛçnʊŋ ˈbɪtə/";"/dee ˈrech-nung ˈbi-te/";"";""
"Είμαι χορτοφάγος.";"Ich bin Vegetarier(in).";[sound:deDE_DINING_VEGETARIAN.mp3];"/ɪç bɪn veɡeˈtaːʁi̯ɐ(ɪn)/";"/ich bin ve-ge-ˈtaar-ee-er(-in)/";"Για γυναίκα: «χορτοφάγα».";"„-in“ für weiblich."
"Ήταν πεντανόστιμο!";"War sehr lecker!";[sound:deDE_DINING_DELICIOUS.mp3];"/vaːɐ̯ zeːɐ̯ ˈlɛkɐ/";"/var zair ˈle-ker/";"";""
"Είναι τέλειο!";"Schmeckt richtig gut!";[sound:deDE_DINING_YUMMY.mp3];"/ʃmɛkt ˈʁɪçtɪç ɡuːt/";"/shmekt ˈrich-tich guut/";"";""
"Πού είναι ο σταθμός;";"Wo ist der Bahnhof?";[sound:deDE_NAVIGATION_TRAIN_STATION.mp3];"/voː ɪst deːɐ̯ ˈbaːnhoːf/";"/vo ist der ˈbahn-hohf/";"";""
"Πού είναι η τουαλέτα;";"Wo ist die Toilette?";[sound:deDE_NAVIGATION_RESTROOM.mp3];"/voː ɪst diː toi̯ˈlɛtə/";"/vo ist dee toi-ˈle-te/";"";""
"Πού είναι το κοντινότερο ΑΤΜ;";"Wo ist der nächste Geldautomat?";[sound:deDE_NAVIGATION_ATM.mp3];"/voː ɪst deːɐ̯ ˈnɛːçstə ˈɡɛltʔaʊ̯toːmaːt/";"/vo ist der ˈneech-ste ˈgelt-au-to-maat/";"";""
"Πόσο κάνει αυτό;";"Was kostet das?";[sound:deDE_SHOPPING_HOW_MUCH.mp3];"/vas ˈkɔstət das/";"/vas ˈkos-tet das/";"";""
"Μπορώ με κάρτα;";"Kann ich mit Karte zahlen?";[sound:deDE_SHOPPING_PAY_BY_CARD.mp3];"/kan ɪç mɪt ˈkaʁtə ˈtsaːlən/";"/kan ich mit ˈkar-te ˈtsa-len/";"";""
"Με μετρητά.";"Ich zahle bar.";[sound:deDE_SHOPPING_PAY_BY_CASH.mp3];"/ɪç ˈtsaːlə baːɐ̯/";"/ich ˈtsa-le baar/";"";""
"Βοήθεια!";"Hilfe!";[sound:deDE_EMERGENCY_HELP.mp3];"/ˈhɪlfə/";"/ˈhil-fe/";"";""
"Χρειάζομαι γιατρό!";"Ich brauche einen Arzt!";[sound:deDE_EMERGENCY_DOCTOR.mp3];"/ɪç ˈbʁaʊ̯xə ˈaɪ̯nən aːɐ̯tst/";"/ich ˈbrow-che ˈai-nen arzt/";"";""
"Καλέστε την αστυνομία!";"Rufen Sie die Polizei!";[sound:deDE_EMERGENCY_POLICE.mp3];"/ˈʁuːfn̩ ziː diː pɔliˈt͡saɪ̯/";"/ˈruu-fen zee dee po-li-ˈtsai/";"";""
"ένα";"eins";[sound:deDE_NUMBER_ONE.mp3];"/aɪ̯ns/";"/ains/";"";""
"δύο";"zwei";[sound:deDE_NUMBER_TWO.mp3];"/t͡svaɪ̯/";"/tsvai/";"";""
"τρία";"drei";[sound:deDE_NUMBER_THREE.mp3];"/dʁaɪ̯/";"/drai/";"";""
"τέσσερα";"vier";[sound:deDE_NUMBER_FOUR.mp3];"/fiːɐ̯/";"/feer/";"";""
"πέντε";"fünf";[sound:deDE_NUMBER_FIVE.mp3];"/fʏnf/";"/fuenf/";"";""
"έξι";"sechs";[sound:deDE_NUMBER_SIX.mp3];"/zɛks/";"/zeks/";"";""
"εφτά";"sieben";[sound:deDE_NUMBER_SEVEN.mp3];"/ˈziːbən/";"/ˈzee-ben/";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά».";""
"οχτώ";"acht";[sound:deDE_NUMBER_EIGHT.mp3];"/axt/";"/acht/";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ».";""
"εννιά";"neun";[sound:deDE_NUMBER_NINE.mp3];"/nɔʏ̯n/";"/noyn/";"Πιο επίσημο: «εννέα».";""
"δέκα";"zehn";[sound:deDE_NUMBER_TEN.mp3];"/tseːn/";"/tsehn/";"";""
