Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"That was delicious!";"Çok lezzetliydi!";[sound:trTR_DINING_DELICIOUS.mp3];"/t͡ʃok lezˈzetlijdi/";"/chok lez-ˈzet-lee-y-dee/";"";""
"This is really tasty!";"Harika olmuş!";[sound:trTR_DINING_YUMMY.mp3];"/haˈɾika ˈolmuʃ/";"/ha-ˈri-ka ˈol-mush/";"";""
"Where's the train station?";"Tren istasyonu nerede?";[sound:trTR_NAVIGATION_TRAIN_STATION.mp3];"/tɾɛn istaˈsjonu neˈɾede/";"/tren is-ta-syo-nu ne-ˈre-de/";"";""
"Where's the toilet?";"Tuvalet nerede?";[sound:trTR_NAVIGATION_RESTROOM.mp3];"/tuvaˈlet neˈɾede/";"/tu-va-ˈlet ne-ˈre-de/";"“Toilet” is the usual word in the UK; “loo” is very informal.";""
"Where's the nearest cash machine?";"En yakın ATM nerede?";[sound:trTR_NAVIGATION_ATM.mp3];"/ɛn jɯˈkɯn a.teːˈme neˈɾede/";"/en yə-ˈkun A-T-E me-ˈre-de/";"UK says “cash machine” more than “ATM”.";""
"How much is this?";"Bu ne kadar?";[sound:trTR_SHOPPING_HOW_MUCH.mp3];"/bu ne kaˈdaɾ/";"/bu ne ka-ˈdar/";"";""
"Can I pay by card?";"Kartla ödeyebilir miyim?";[sound:trTR_SHOPPING_PAY_BY_CARD.mp3];"/ˈkaɾtɫa œdejeˈbiɾ miˈjim/";"/ˈkart-la o-de-ye-ˈbir mi-ˈyim/";"";""
"I'll pay in cash.";"Nakit ödeyeceğim.";[sound:trTR_SHOPPING_PAY_BY_CASH.mp3];"/naˈkit œdejeˈd͡ʒeːjim/";"/na-ˈkit o-de-ye-ˈjem/";"";""
"Help!";"Yardım!";[sound:trTR_EMERGENCY_HELP.mp3];"/jaɾˈdɯm/";"/yar-ˈdum/";"";""
"I need a doctor!";"Doktora ihtiyacım var!";[sound:trTR_EMERGENCY_DOCTOR.mp3];"/doktoˈɾa ihtaˈjad͡ʒɯm vaɾ/";"/dok-to-ˈra ih-ta-ˈya-jum var/";"";""
"Call the police!";"Polisi arayın!";[sound:trTR_EMERGENCY_POLICE.mp3];"/poˈlisi aˈɾajɯn/";"/po-ˈli-si a-ˈra-yun/";"";""
"one";"bir";[sound:trTR_NUMBER_ONE.mp3];"/biɾ/";"/bir/";"";""
"two";"iki";[sound:trTR_NUMBER_TWO.mp3];"/iˈki/";"/i-ˈki/";"";""
"three";"üç";[sound:trTR_NUMBER_THREE.mp3];"/yt͡ʃ/";"/yuch/";"";""
"four";"dört";[sound:trTR_NUMBER_FOUR.mp3];"/dœɾt/";"/dört/";"";""
"five";"beş";[sound:trTR_NUMBER_FIVE.mp3];"/beʃ/";"/besh/";"";""
"six";"altı";[sound:trTR_NUMBER_SIX.mp3];"/alˈtɯ/";"/al-ˈtuh/";"";""
"seven";"yedi";[sound:trTR_NUMBER_SEVEN.mp3];"/jeˈdi/";"/ye-ˈdi/";"";""
"eight";"sekiz";[sound:trTR_NUMBER_EIGHT.mp3];"/seˈkiz/";"/se-ˈkiz/";"";""
"nine";"dokuz";[sound:trTR_NUMBER_NINE.mp3];"/doˈkuz/";"/do-ˈkuz/";"";""
"ten";"on";[sound:trTR_NUMBER_TEN.mp3];"/on/";"/on/";"";""
