Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Chiami la polizia!";"Καλέστε την αστυνομία!";[sound:elGR_EMERGENCY_POLICE.mp3];"/kaˈleste tin astinoˈmia/";"/ka-ˈles-te tin as-ti-no-ˈmi-a/";"";""
"uno";"ένα";[sound:elGR_NUMBER_ONE.mp3];"/ˈena/";"/ˈe-na/";"";""
"due";"δύο";[sound:elGR_NUMBER_TWO.mp3];"/ˈðio/";"/ˈthio/";"";""
"tre";"τρία";[sound:elGR_NUMBER_THREE.mp3];"/ˈtria/";"/ˈtri-a/";"";""
"quattro";"τέσσερα";[sound:elGR_NUMBER_FOUR.mp3];"/ˈtesera/";"/ˈte-se-ra/";"";""
"cinque";"πέντε";[sound:elGR_NUMBER_FIVE.mp3];"/ˈpende/";"/ˈpen-de/";"";""
"sei";"έξι";[sound:elGR_NUMBER_SIX.mp3];"/ˈeksi/";"/ˈek-si/";"";""
"sette";"εφτά";[sound:elGR_NUMBER_SEVEN.mp3];"/eˈfta/";"/e-ˈfta/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά»."
"otto";"οχτώ";[sound:elGR_NUMBER_EIGHT.mp3];"/oˈxto/";"/o-ˈhto/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ»."
"nove";"εννιά";[sound:elGR_NUMBER_NINE.mp3];"/eˈɲa/";"/e-ˈnia/";"";"Πιο επίσημο: «εννέα»."
"dieci";"δέκα";[sound:elGR_NUMBER_TEN.mp3];"/ˈðeka/";"/ˈthe-ka/";"";""
