Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Where's the nearest cash machine?";"Dov’è il bancomat?";[sound:itIT_NAVIGATION_ATM.mp3];"/doˈvɛ il ˈbaŋkomat/";"/do-ˈveh il ˈban-ko-mat/";"UK says “cash machine” more than “ATM”.";""
"How much is this?";"Quanto costa?";[sound:itIT_SHOPPING_HOW_MUCH.mp3];"/ˈkwanto ˈkɔsta/";"/ˈkwan-to ˈkos-ta/";"";""
"Can I pay by card?";"Posso pagare con la carta?";[sound:itIT_SHOPPING_PAY_BY_CARD.mp3];"/ˈposso paˈɡaːre kon la ˈkarta/";"/ˈpos-so pa-ˈga-re kon la ˈkar-ta/";"";""
"I'll pay in cash.";"Pago in contanti.";[sound:itIT_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡo in konˈtanti/";"/ˈpa-go in kon-ˈtan-tee/";"";""
"Help!";"Aiuto!";[sound:itIT_EMERGENCY_HELP.mp3];"/aiˈuːto/";"/ai-ˈyoo-to/";"";""
"I need a doctor!";"Ho bisogno di un medico!";[sound:itIT_EMERGENCY_DOCTOR.mp3];"/o biˈzoɲɲo di un ˈmɛdiko/";"/o bee-ˈzohn-nyo dee oon ˈme-dee-ko/";"";""
"Call the police!";"Chiami la polizia!";[sound:itIT_EMERGENCY_POLICE.mp3];"/ˈkjaːmi la poliˈt͡sia/";"/ˈkya-mee la po-li-ˈtsee-a/";"";""
"one";"uno";[sound:itIT_NUMBER_ONE.mp3];"/ˈuːno/";"/ˈoo-no/";"";""
"two";"due";[sound:itIT_NUMBER_TWO.mp3];"/ˈduːe/";"/ˈdoo-eh/";"";""
"three";"tre";[sound:itIT_NUMBER_THREE.mp3];"/tre/";"/treh/";"";""
"four";"quattro";[sound:itIT_NUMBER_FOUR.mp3];"/ˈkwattro/";"/ˈkwa-tro/";"";""
"five";"cinque";[sound:itIT_NUMBER_FIVE.mp3];"/ˈt͡ʃiŋkwe/";"/ˈchin-kwe/";"";""
"six";"sei";[sound:itIT_NUMBER_SIX.mp3];"/sɛi/";"/say/";"";""
"seven";"sette";[sound:itIT_NUMBER_SEVEN.mp3];"/ˈsɛtte/";"/ˈset-te/";"";""
"eight";"otto";[sound:itIT_NUMBER_EIGHT.mp3];"/ˈɔtto/";"/ˈot-to/";"";""
"nine";"nove";[sound:itIT_NUMBER_NINE.mp3];"/ˈnɔve/";"/ˈno-veh/";"";""
"ten";"dieci";[sound:itIT_NUMBER_TEN.mp3];"/ˈdjɛt͡ʃi/";"/ˈdye-chee/";"";""
