Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Sprechen Sie Englisch?";"Do you speak English?";[sound:enGB_COMMUNICATION_SPEAK_ENGLISH.mp3];"/dʊ juː spiːk ˈɪŋɡlɪʃ/";"/du yoo speek ˈing-glish/";"";""
"Ein bisschen langsamer, bitte.";"Could you speak a bit slower, please?";[sound:enGB_COMMUNICATION_SPEAK_SLOWER.mp3];"/kʊd juː spiːk ə bɪt ˈsləʊə, pliːz/";"/kud yoo speek ə bit ˈsloh-ə, pleez/";"";""
"Mein Deutsch ist noch nicht so gut.";"My English isn't great.";[sound:enGB_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/maɪ ˈɪŋɡlɪʃ ˈɪz(ə)nt ɡreɪt/";"/mai ˈing-glish ˈiz-nt grate/";"";""
"Wie sagt man … auf Deutsch?";"How do you say … in English?";[sound:enGB_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/haʊ dʊ juː seɪ ɪn ˈɪŋɡlɪʃ/";"/hau du yoo say … in ˈing-glish/";"";""
"Speisekarte, bitte.";"Menu, please.";[sound:enGB_REQUEST_MENU.mp3];"/ˈmɛnjuː pliːz/";"/ˈmen-yoo pleez/";"";""
"Kaffee";"Coffee";[sound:enGB_REQUEST_COFFEE.mp3];"/ˈkɒfi/";"/ˈko-fi/";"";""
"Wasser";"Water";[sound:enGB_REQUEST_WATER.mp3];"/ˈwɔːtə/";"/ˈwaw-tə/";"";""
"bitte";"please";[sound:enGB_REQUEST_PLEASE.mp3];"/pliːz/";"/pleez/";"Beim Bestellen/Bitten.";"Used when asking for things."
"Die Rechnung, bitte.";"Could we get the bill, please?";[sound:enGB_REQUEST_BILL.mp3];"/kʊd wi ɡɛt ðə bɪl, pliːz/";"/kud wee get thuh bil, pleez/";"";""
"Ich bin Vegetarier(in).";"I'm vegetarian.";[sound:enGB_DINING_VEGETARIAN.mp3];"/aɪm ˌvɛdʒɪˈteəriən/";"/aim vej-i-ˈteh-ree-ən/";"„-in“ für weiblich.";""
"War sehr lecker!";"That was delicious!";[sound:enGB_DINING_DELICIOUS.mp3];"/ðæt wɒz dɪˈlɪʃəs/";"/that woz di-ˈli-shəs/";"";""
"Schmeckt richtig gut!";"This is really tasty!";[sound:enGB_DINING_YUMMY.mp3];"/ðɪs ɪz ˈrɪəli ˈteɪsti/";"/this iz ˈre-ə-lee ˈtay-stee/";"";""
"Wo ist der Bahnhof?";"Where's the train station?";[sound:enGB_NAVIGATION_TRAIN_STATION.mp3];"/weəz ðə treɪn ˈsteɪʃən/";"/wairz thuh trayn ˈstay-shən/";"";""
"Wo ist die Toilette?";"Where's the toilet?";[sound:enGB_NAVIGATION_RESTROOM.mp3];"/weəz ðə ˈtɔɪlət/";"/wairz thuh ˈtoy-lət/";"";"“Toilet” is the usual word in the UK; “loo” is very informal."
"Wo ist der nächste Geldautomat?";"Where's the nearest cash machine?";[sound:enGB_NAVIGATION_ATM.mp3];"/weəz ðə ˈnɪərəst kæʃ məˈʃiːn/";"/wairz thuh ˈneer-əst kash mə-ˈsheen/";"";"UK says “cash machine” more than “ATM”."
"Was kostet das?";"How much is this?";[sound:enGB_SHOPPING_HOW_MUCH.mp3];"/haʊ mʌtʃ ɪz ðɪs/";"/how much iz this/";"";""
"Kann ich mit Karte zahlen?";"Can I pay by card?";[sound:enGB_SHOPPING_PAY_BY_CARD.mp3];"/kæn aɪ peɪ baɪ kɑːd/";"/kan ai pay bai kaard/";"";""
"Ich zahle bar.";"I'll pay in cash.";[sound:enGB_SHOPPING_PAY_BY_CASH.mp3];"/aɪl peɪ ɪn kæʃ/";"/ail pay in kash/";"";""
"Hilfe!";"Help!";[sound:enGB_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"Ich brauche einen Arzt!";"I need a doctor!";[sound:enGB_EMERGENCY_DOCTOR.mp3];"/aɪ niːd ə ˈdɒktə/";"/ai need uh ˈdok-tuh/";"";""
"Rufen Sie die Polizei!";"Call the police!";[sound:enGB_EMERGENCY_POLICE.mp3];"/kɔːl ðə pəˈliːs/";"/kawl thuh puh-ˈlees/";"";""
"eins";"one";[sound:enGB_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"zwei";"two";[sound:enGB_NUMBER_TWO.mp3];"/tuː/";"/too/";"";""
"drei";"three";[sound:enGB_NUMBER_THREE.mp3];"/θriː/";"/three/";"";""
"vier";"four";[sound:enGB_NUMBER_FOUR.mp3];"/fɔː/";"/for/";"";""
"fünf";"five";[sound:enGB_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"sechs";"six";[sound:enGB_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"sieben";"seven";[sound:enGB_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"acht";"eight";[sound:enGB_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"neun";"nine";[sound:enGB_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"zehn";"ten";[sound:enGB_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
