Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"S'e kuptoj.";"Não percebo.";[sound:ptPT_COMMUNICATION_DONT_UNDERSTAND.mp3];"/nɐ̃w̃ pɨɾˈsebu/";"/na-ong~ pər-ˈseh-boo/";"";""
"Flisni anglisht?";"Fala inglês?";[sound:ptPT_COMMUNICATION_SPEAK_ENGLISH.mp3];"/ˈfalɐ ĩˈɡleʃ/";"/ˈfa-la ing-ˈlesh?/";"";""
"Më ngadalë, ju lutem.";"Mais devagar, se faz favor.";[sound:ptPT_COMMUNICATION_SPEAK_SLOWER.mp3];"/majʒ ðɨvɐˈɣaɾ, sɨ faʃ fɐˈvoɾ/";"/maizh də-va-ˈgar, si fash fa-ˈvor/";"";""
"Nuk flas mirë shqip.";"O meu português não é muito bom.";[sound:ptPT_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/u mew puɾtuˈɡeʃ nɐ̃w̃ ɛ ˈmũjtu bõ/";"/oo meh-oo por-too-ˈgesh nao eh ˈmwin-too bohng~/";"";""
"Si thuhet … në shqip?";"Como se diz … em português?";[sound:ptPT_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/ˈkomu sɨ ˈdiʃ ẽ puɾtuˈɡeʃ/";"/ˈko-mu sə ˈdeesh eng por-too-ˈgesh?/";"";""
"Menyja, ju lutem.";"A ementa, se faz favor.";[sound:ptPT_REQUEST_MENU.mp3];"/ɐ iˈmẽtɐ, sɨ faʃ fɐˈvoɾ/";"/a i-ˈmen-ta, si fash fa-ˈvor/";"";""
"Kafe";"Café";[sound:ptPT_REQUEST_COFFEE.mp3];"/kɐˈfɛ/";"/ka-ˈfeh/";"";""
"Ujë";"Água";[sound:ptPT_REQUEST_WATER.mp3];"/ˈaɣwɐ/";"/ˈa-gwa/";"";""
"ju lutem";"se faz favor";[sound:ptPT_REQUEST_PLEASE.mp3];"/sɨ faʃ fɐˈvoɾ/";"/si fash fa-ˈvor/";"";""
"Llogarinë, ju lutem.";"A conta, se faz favor.";[sound:ptPT_REQUEST_BILL.mp3];"/ɐ ˈkõtɐ, sɨ faʃ fɐˈvoɾ/";"/a ˈkon-ta, si fash fa-ˈvor/";"";""
"Jam vegjetarian/e.";"Sou vegetariano/a.";[sound:ptPT_DINING_VEGETARIAN.mp3];"/so(w) vɨʒɨtɐɾiˈɐnu(a)/";"/so ve-zhe-ta-ree-ˈa-no(-a)/";"“-e” for female.";"“-a” para feminino."
"Ishte shumë e shijshme!";"Estava delicioso!";[sound:ptPT_DINING_DELICIOUS.mp3];"/(ɨ)ʃˈtavɐ dɨliˈsjozu/";"/sh-ˈta-va dɨ-lee-ˈsyo-zu/";"";""
"Është shumë e mirë!";"Está mesmo bom!";[sound:ptPT_DINING_YUMMY.mp3];"/(ɨ)ʃˈta ˈmeʒmu bõ/";"/sh-ˈta ˈmezh-moo bohng~/";"";""
"Ku është stacioni i trenit?";"Onde fica a estação?";[sound:ptPT_NAVIGATION_TRAIN_STATION.mp3];"/ˈõdɨ ˈfikɐ ɐ (ɨ)ʃtɐˈsɐ̃w̃/";"/ON-dih FEE-ka a sh-ta-ˈsown~/";"";""
"Ku është tualeti?";"Onde fica a casa de banho?";[sound:ptPT_NAVIGATION_RESTROOM.mp3];"/ˈõdɨ ˈfikɐ ɐ ˈkazɐ ðɨ ˈbɐɲu/";"/ON-dih FEE-ka a ˈka-za dɨ ˈba-nyu/";"";""
"Ku ka bankomat?";"Onde há multibanco?";[sound:ptPT_NAVIGATION_ATM.mp3];"/ˈõdɨ a muliˈtibɐ̃ku/";"/ON-dih a mul-ee-ˈtee-ban-ku/";"";""
"Sa kushton kjo?";"Quanto é?";[sound:ptPT_SHOPPING_HOW_MUCH.mp3];"/ˈkwɐ̃tu ɛ/";"/ˈkwan-too eh?/";"";""
"Mund të paguaj me kartë?";"Posso pagar com cartão?";[sound:ptPT_SHOPPING_PAY_BY_CARD.mp3];"/ˈpɔsu pɐˈɡaɾ kõ kɐɾˈtɐ̃w̃/";"/ˈpo-su pa-ˈgar kong kar-ˈtawn~?/";"";""
"Paguaj me para në dorë.";"Pago em dinheiro.";[sound:ptPT_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡu ẽ dɨˈɲejɾu/";"/ˈpa-go eng dɨ-ˈnye-ru/";"";""
"Ndihmë!";"Socorro!";[sound:ptPT_EMERGENCY_HELP.mp3];"/suˈkoʁu/";"/su-ˈko-hru/";"";""
"Më duhet një mjek!";"Preciso de um médico!";[sound:ptPT_EMERGENCY_DOCTOR.mp3];"/pɾɨˈsiz(u) ð(ɨ) ũ ˈmɛðiku/";"/prɨ-ˈsi-zu d(ɨ) oon ˈme-dee-ku/";"";""
"Thirrni policinë!";"Chame a polícia!";[sound:ptPT_EMERGENCY_POLICE.mp3];"/ˈʃɐmɨ ɐ puˈlisjɐ/";"/SHA-mi a po-ˈlee-sya/";"";""
"një";"um";[sound:ptPT_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"dy";"dois";[sound:ptPT_NUMBER_TWO.mp3];"/ˈdojʃ/";"/ˈdoysh/";"";""
"tre";"três";[sound:ptPT_NUMBER_THREE.mp3];"/tɾeʃ/";"/trehsh/";"";""
"katër";"quatro";[sound:ptPT_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tru/";"";""
"pesë";"cinco";[sound:ptPT_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-ku/";"";""
"gjashtë";"seis";[sound:ptPT_NUMBER_SIX.mp3];"/sejʃ/";"/saysh/";"";""
"shtatë";"sete";[sound:ptPT_NUMBER_SEVEN.mp3];"/ˈsɛt(ɨ)/";"/ˈseh-t(uh)/";"";""
"tetë";"oito";[sound:ptPT_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"nëntë";"nove";[sound:ptPT_NUMBER_NINE.mp3];"/ˈnɔv(ɨ)/";"/ˈno-v(uh)/";"";""
"dhjetë";"dez";[sound:ptPT_NUMBER_TEN.mp3];"/dɛʃ/";"/desh/";"";""
