Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Κατάλογο, παρακαλώ.";"Menu, please.";[sound:enUS_REQUEST_MENU.mp3];"/ˈmɛnju pliz/";"/MEN-yoo pleez/";"";""
"Καφέ";"Coffee";[sound:enUS_REQUEST_COFFEE.mp3];"/ˈkɔfi/";"/ˈkaw-fee/";"";""
"Νερό";"Water";[sound:enUS_REQUEST_WATER.mp3];"/ˈwɑɾɚ/";"/ˈwah-der/";"";""
"παρακαλώ";"please";[sound:enUS_REQUEST_PLEASE.mp3];"/pliz/";"/pleez/";"Χρήση όταν ζητάμε κάτι.";"Used when asking for things."
"Λογαριασμό, παρακαλώ.";"Can we get the check, please?";[sound:enUS_REQUEST_BILL.mp3];"/kæn wi ɡɛt ðə tʃɛk, pliz/";"/kan wee get thuh chek, pleez/";"";""
"Είμαι χορτοφάγος.";"I'm vegetarian.";[sound:enUS_DINING_VEGETARIAN.mp3];"/aɪm ˌvɛdʒəˈtɛriən/";"/aim vej-ə-ˈteh-ree-ən/";"Για γυναίκα: «χορτοφάγα».";""
"Ήταν πεντανόστιμο!";"That was delicious!";[sound:enUS_DINING_DELICIOUS.mp3];"/ðæt wəz dɪˈlɪʃəs/";"/that wuz di-ˈli-shəs/";"";""
"Είναι τέλειο!";"This is really good!";[sound:enUS_DINING_YUMMY.mp3];"/ðɪs ɪz ˈrɪəli ɡʊd/";"/this iz ˈree-ə-lee gud/";"";""
"Πού είναι ο σταθμός;";"Where's the train station?";[sound:enUS_NAVIGATION_TRAIN_STATION.mp3];"/wɛrz ðə treɪn ˈsteɪʃən/";"/wairz thuh trayn ˈstay-shən/";"";""
"Πού είναι η τουαλέτα;";"Where's the restroom?";[sound:enUS_NAVIGATION_RESTROOM.mp3];"/wɛrz ðə ˈrɛsˌtrum/";"/wairz thuh REST-room/";"";""
"Πού είναι το κοντινότερο ΑΤΜ;";"Where's the nearest ATM?";[sound:enUS_NAVIGATION_ATM.mp3];"/wɛrz ðə ˈnɪrɪst ˌeɪtiˈɛm/";"/wairz thuh NEER-ist A-T-M/";"";""
"Πόσο κάνει αυτό;";"How much is this?";[sound:enUS_SHOPPING_HOW_MUCH.mp3];"/haʊ mʌtʃ ɪz ðɪs/";"/how much iz this/";"";""
"Μπορώ με κάρτα;";"Can I pay with a card?";[sound:enUS_SHOPPING_PAY_BY_CARD.mp3];"/kæn aɪ peɪ wɪð ə kɑrd/";"/kan ai pay with uh kard/";"";""
"Με μετρητά.";"I'll pay in cash.";[sound:enUS_SHOPPING_PAY_BY_CASH.mp3];"/aɪl peɪ ɪn kæʃ/";"/ail pay in kash/";"";""
"Βοήθεια!";"Help!";[sound:enUS_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"Χρειάζομαι γιατρό!";"I need a doctor!";[sound:enUS_EMERGENCY_DOCTOR.mp3];"/aɪ nid ə ˈdɑktɚ/";"/ai need uh ˈdok-ter/";"";""
"Καλέστε την αστυνομία!";"Call the police!";[sound:enUS_EMERGENCY_POLICE.mp3];"/kɔl ðə pəˈlis/";"/kawl thuh puh-ˈlees/";"";""
"ένα";"one";[sound:enUS_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"δύο";"two";[sound:enUS_NUMBER_TWO.mp3];"/tu/";"/too/";"";""
"τρία";"three";[sound:enUS_NUMBER_THREE.mp3];"/θri/";"/three/";"";""
"τέσσερα";"four";[sound:enUS_NUMBER_FOUR.mp3];"/fɔr/";"/for/";"";""
"πέντε";"five";[sound:enUS_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"έξι";"six";[sound:enUS_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"εφτά";"seven";[sound:enUS_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά».";""
"οχτώ";"eight";[sound:enUS_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ».";""
"εννιά";"nine";[sound:enUS_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"Πιο επίσημο: «εννέα».";""
"δέκα";"ten";[sound:enUS_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
