Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Sono vegetariano/a.";"Vejetaryenim.";[sound:trTR_DINING_VEGETARIAN.mp3];"/ved͡ʒetaɾˈjenim/";"/ve-je-tar-ˈye-nim/";"“-a” for female.";""
"Era buonissimo!";"Çok lezzetliydi!";[sound:trTR_DINING_DELICIOUS.mp3];"/t͡ʃok lezˈzetlijdi/";"/chok lez-ˈzet-lee-y-dee/";"";""
"È davvero buono!";"Harika olmuş!";[sound:trTR_DINING_YUMMY.mp3];"/haˈɾika ˈolmuʃ/";"/ha-ˈri-ka ˈol-mush/";"";""
"Dov’è la stazione?";"Tren istasyonu nerede?";[sound:trTR_NAVIGATION_TRAIN_STATION.mp3];"/tɾɛn istaˈsjonu neˈɾede/";"/tren is-ta-syo-nu ne-ˈre-de/";"";""
"Dov’è il bagno?";"Tuvalet nerede?";[sound:trTR_NAVIGATION_RESTROOM.mp3];"/tuvaˈlet neˈɾede/";"/tu-va-ˈlet ne-ˈre-de/";"";""
"Dov’è il bancomat?";"En yakın ATM nerede?";[sound:trTR_NAVIGATION_ATM.mp3];"/ɛn jɯˈkɯn a.teːˈme neˈɾede/";"/en yə-ˈkun A-T-E me-ˈre-de/";"";""
"Quanto costa?";"Bu ne kadar?";[sound:trTR_SHOPPING_HOW_MUCH.mp3];"/bu ne kaˈdaɾ/";"/bu ne ka-ˈdar/";"";""
"Posso pagare con la carta?";"Kartla ödeyebilir miyim?";[sound:trTR_SHOPPING_PAY_BY_CARD.mp3];"/ˈkaɾtɫa œdejeˈbiɾ miˈjim/";"/ˈkart-la o-de-ye-ˈbir mi-ˈyim/";"";""
"Pago in contanti.";"Nakit ödeyeceğim.";[sound:trTR_SHOPPING_PAY_BY_CASH.mp3];"/naˈkit œdejeˈd͡ʒeːjim/";"/na-ˈkit o-de-ye-ˈjem/";"";""
"Aiuto!";"Yardım!";[sound:trTR_EMERGENCY_HELP.mp3];"/jaɾˈdɯm/";"/yar-ˈdum/";"";""
"Ho bisogno di un medico!";"Doktora ihtiyacım var!";[sound:trTR_EMERGENCY_DOCTOR.mp3];"/doktoˈɾa ihtaˈjad͡ʒɯm vaɾ/";"/dok-to-ˈra ih-ta-ˈya-jum var/";"";""
"Chiami la polizia!";"Polisi arayın!";[sound:trTR_EMERGENCY_POLICE.mp3];"/poˈlisi aˈɾajɯn/";"/po-ˈli-si a-ˈra-yun/";"";""
"uno";"bir";[sound:trTR_NUMBER_ONE.mp3];"/biɾ/";"/bir/";"";""
"due";"iki";[sound:trTR_NUMBER_TWO.mp3];"/iˈki/";"/i-ˈki/";"";""
"tre";"üç";[sound:trTR_NUMBER_THREE.mp3];"/yt͡ʃ/";"/yuch/";"";""
"quattro";"dört";[sound:trTR_NUMBER_FOUR.mp3];"/dœɾt/";"/dört/";"";""
"cinque";"beş";[sound:trTR_NUMBER_FIVE.mp3];"/beʃ/";"/besh/";"";""
"sei";"altı";[sound:trTR_NUMBER_SIX.mp3];"/alˈtɯ/";"/al-ˈtuh/";"";""
"sette";"yedi";[sound:trTR_NUMBER_SEVEN.mp3];"/jeˈdi/";"/ye-ˈdi/";"";""
"otto";"sekiz";[sound:trTR_NUMBER_EIGHT.mp3];"/seˈkiz/";"/se-ˈkiz/";"";""
"nove";"dokuz";[sound:trTR_NUMBER_NINE.mp3];"/doˈkuz/";"/do-ˈkuz/";"";""
"dieci";"on";[sound:trTR_NUMBER_TEN.mp3];"/on/";"/on/";"";""
