Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"もう少しゆっくりお願いします。";"Could you speak a bit slower, please?";[sound:enGB_COMMUNICATION_SPEAK_SLOWER.mp3];"/kʊd juː spiːk ə bɪt ˈsləʊə, pliːz/";"/kud yoo speek ə bit ˈsloh-ə, pleez/";"";""
"日本語はあまり上手じゃないです。";"My English isn't great.";[sound:enGB_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/maɪ ˈɪŋɡlɪʃ ˈɪz(ə)nt ɡreɪt/";"/mai ˈing-glish ˈiz-nt grate/";"";""
"…は日本語で何と言いますか？";"How do you say … in English?";[sound:enGB_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/haʊ dʊ juː seɪ ɪn ˈɪŋɡlɪʃ/";"/hau du yoo say … in ˈing-glish/";"";""
"メニューお願いします。";"Menu, please.";[sound:enGB_REQUEST_MENU.mp3];"/ˈmɛnjuː pliːz/";"/ˈmen-yoo pleez/";"";""
"コーヒー";"Coffee";[sound:enGB_REQUEST_COFFEE.mp3];"/ˈkɒfi/";"/ˈko-fi/";"";""
"お水";"Water";[sound:enGB_REQUEST_WATER.mp3];"/ˈwɔːtə/";"/ˈwaw-tə/";"";""
"お願いします";"please";[sound:enGB_REQUEST_PLEASE.mp3];"/pliːz/";"/pleez/";"";"Used when asking for things."
"お会計お願いします。";"Could we get the bill, please?";[sound:enGB_REQUEST_BILL.mp3];"/kʊd wi ɡɛt ðə bɪl, pliːz/";"/kud wee get thuh bil, pleez/";"";""
"ベジタリアンです。";"I'm vegetarian.";[sound:enGB_DINING_VEGETARIAN.mp3];"/aɪm ˌvɛdʒɪˈteəriən/";"/aim vej-i-ˈteh-ree-ən/";"";""
"すごくおいしかった！";"That was delicious!";[sound:enGB_DINING_DELICIOUS.mp3];"/ðæt wɒz dɪˈlɪʃəs/";"/that woz di-ˈli-shəs/";"";""
"めっちゃおいしい！";"This is really tasty!";[sound:enGB_DINING_YUMMY.mp3];"/ðɪs ɪz ˈrɪəli ˈteɪsti/";"/this iz ˈre-ə-lee ˈtay-stee/";"Casual emphasis; very common.";""
"駅はどこですか？";"Where's the train station?";[sound:enGB_NAVIGATION_TRAIN_STATION.mp3];"/weəz ðə treɪn ˈsteɪʃən/";"/wairz thuh trayn ˈstay-shən/";"";""
"トイレはどこですか？";"Where's the toilet?";[sound:enGB_NAVIGATION_RESTROOM.mp3];"/weəz ðə ˈtɔɪlət/";"/wairz thuh ˈtoy-lət/";"";"“Toilet” is the usual word in the UK; “loo” is very informal."
"ATMはどこですか？";"Where's the nearest cash machine?";[sound:enGB_NAVIGATION_ATM.mp3];"/weəz ðə ˈnɪərəst kæʃ məˈʃiːn/";"/wairz thuh ˈneer-əst kash mə-ˈsheen/";"";"UK says “cash machine” more than “ATM”."
"これ、いくらですか？";"How much is this?";[sound:enGB_SHOPPING_HOW_MUCH.mp3];"/haʊ mʌtʃ ɪz ðɪs/";"/how much iz this/";"";""
"カードで払えますか？";"Can I pay by card?";[sound:enGB_SHOPPING_PAY_BY_CARD.mp3];"/kæn aɪ peɪ baɪ kɑːd/";"/kan ai pay bai kaard/";"";""
"現金で払います。";"I'll pay in cash.";[sound:enGB_SHOPPING_PAY_BY_CASH.mp3];"/aɪl peɪ ɪn kæʃ/";"/ail pay in kash/";"";""
"助けて！";"Help!";[sound:enGB_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"お医者さんお願いします！";"I need a doctor!";[sound:enGB_EMERGENCY_DOCTOR.mp3];"/aɪ niːd ə ˈdɒktə/";"/ai need uh ˈdok-tuh/";"";""
"警察を呼んでください！";"Call the police!";[sound:enGB_EMERGENCY_POLICE.mp3];"/kɔːl ðə pəˈliːs/";"/kawl thuh puh-ˈlees/";"";""
"いち";"one";[sound:enGB_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"に";"two";[sound:enGB_NUMBER_TWO.mp3];"/tuː/";"/too/";"";""
"さん";"three";[sound:enGB_NUMBER_THREE.mp3];"/θriː/";"/three/";"";""
"よん";"four";[sound:enGB_NUMBER_FOUR.mp3];"/fɔː/";"/for/";"";""
"ご";"five";[sound:enGB_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"ろく";"six";[sound:enGB_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"なな";"seven";[sound:enGB_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"はち";"eight";[sound:enGB_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"きゅう";"nine";[sound:enGB_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"じゅう";"ten";[sound:enGB_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
