Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"İngilizce biliyor musunuz?";"Você fala inglês?";[sound:ptBR_COMMUNICATION_SPEAK_ENGLISH.mp3];"/voˈse ˈfalɐ ĩˈɡlejs/";"/vo-ˈseh ˈfa-la ing-ˈglays?/";"";""
"Biraz daha yavaş konuşur musunuz, lütfen?";"Pode falar mais devagar, por favor?";[sound:ptBR_COMMUNICATION_SPEAK_SLOWER.mp3];"/ˈpɔdʒi faˈlaʁ majʒ dʒevaˈɡaʁ poʁ faˈvoʁ/";"/POH-jee fa-ˈlar mys je-va-ˈgar, por fa-ˈvor?/";"";""
"Türkçem çok iyi değil.";"Meu português não é muito bom.";[sound:ptBR_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/mew poʁtuˈɡejs nɐ̃w̃ ɛ ˈmũjtu bõ/";"/meh-oo por-too-ˈgays nao eh ˈmwin-too bohng~/";"";""
"… Türkçe nasıl denir?";"Como se diz … em português?";[sound:ptBR_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/ˈkomu si ˈdʒis ẽ poʁtuˈɡejs/";"/ˈko-moo see ˈjeez eng por-too-ˈgays?/";"";""
"Menü lütfen.";"Cardápio, por favor.";[sound:ptBR_REQUEST_MENU.mp3];"/kaʁˈdapju poʁ faˈvoʁ/";"/kar-ˈda-pyu, por fa-ˈvor/";"";""
"Kahve";"Café";[sound:ptBR_REQUEST_COFFEE.mp3];"/kaˈfɛ/";"/ka-ˈfeh/";"";""
"Su";"Água";[sound:ptBR_REQUEST_WATER.mp3];"/ˈaɡwa/";"/ˈa-gwa/";"";""
"lütfen";"por favor";[sound:ptBR_REQUEST_PLEASE.mp3];"/poʁ faˈvoʁ/";"/por fa-ˈvor/";"";""
"Hesap lütfen.";"A conta, por favor.";[sound:ptBR_REQUEST_BILL.mp3];"/a ˈkõtɐ poʁ faˈvoʁ/";"/a ˈkon-ta, por fa-ˈvor/";"";""
"Vejetaryenim.";"Sou vegetariano/a.";[sound:ptBR_DINING_VEGETARIAN.mp3];"/soʊ veʒetaɾiˈɐ̃nu(a)/";"/soh ve-zhe-ta-ree-ˈa-no(-a)/";"";"“-a” for female."
"Çok lezzetliydi!";"Tava uma delícia!";[sound:ptBR_DINING_DELICIOUS.mp3];"/ˈtavɐ ˈumɐ deˈlisjɐ/";"/ˈta-va ˈu-ma de-ˈlee-sya/";"";""
"Harika olmuş!";"Tá muito bom!";[sound:ptBR_DINING_YUMMY.mp3];"/ta ˈmũjtu bõ/";"/ta ˈmwin-too bohng~/";"";""
"Tren istasyonu nerede?";"Onde fica a estação?";[sound:ptBR_NAVIGATION_TRAIN_STATION.mp3];"/ˈõdʒi ˈfikɐ a es.taˈsãw̃/";"/ON-jee FEE-ka a es-ta-ˈsown~/";"";""
"Tuvalet nerede?";"Onde fica o banheiro?";[sound:ptBR_NAVIGATION_RESTROOM.mp3];"/ˈõdʒi ˈfikɐ u bɐˈɲejɾo/";"/ON-jee FEE-ka oo ban-ˈyay-ro/";"";""
"En yakın ATM nerede?";"Onde tem caixa eletrônico?";[sound:ptBR_NAVIGATION_ATM.mp3];"/ˈõdʒi tẽj̃ ˈkajʃɐ eletɾoˈniko/";"/ON-jee tayn ˈkai-sha e-le-tro-ˈnee-ko/";"";""
"Bu ne kadar?";"Quanto é?";[sound:ptBR_SHOPPING_HOW_MUCH.mp3];"/ˈkwɐ̃tu ɛ/";"/ˈkwan-too eh?/";"";""
"Kartla ödeyebilir miyim?";"Posso pagar com cartão?";[sound:ptBR_SHOPPING_PAY_BY_CARD.mp3];"/ˈpɔsu paˈɡaʁ kõ kaʁˈtãw̃/";"/ˈpo-su pa-ˈgar kong kar-ˈtawn~?/";"";""
"Nakit ödeyeceğim.";"Pago em dinheiro.";[sound:ptBR_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡu ẽ dʒiˈɲejɾu/";"/ˈpa-go eng jee-ˈnyay-roo/";"";""
"Yardım!";"Socorro!";[sound:ptBR_EMERGENCY_HELP.mp3];"/soˈkoʁu/";"/so-ˈko-hoo/";"";""
"Doktora ihtiyacım var!";"Preciso de um médico!";[sound:ptBR_EMERGENCY_DOCTOR.mp3];"/pɾeˈsizʊ dʒi ũ ˈmɛdʒiku/";"/pre-ˈsee-zu jee oon ˈmeh-jee-koo/";"";""
"Polisi arayın!";"Chama a polícia!";[sound:ptBR_EMERGENCY_POLICE.mp3];"/ˈʃɐmɐ a poˈlisjɐ/";"/SHA-ma a po-ˈlee-sya/";"";""
"bir";"um";[sound:ptBR_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"iki";"dois";[sound:ptBR_NUMBER_TWO.mp3];"/doi̯s/";"/doys/";"";""
"üç";"três";[sound:ptBR_NUMBER_THREE.mp3];"/tɾe̞j̯s/";"/trays/";"";""
"dört";"quatro";[sound:ptBR_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tro/";"";""
"beş";"cinco";[sound:ptBR_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-koo/";"";""
"altı";"seis";[sound:ptBR_NUMBER_SIX.mp3];"/se̞j̯s/";"/says/";"";""
"yedi";"sete";[sound:ptBR_NUMBER_SEVEN.mp3];"/ˈsɛt͡ʃi/";"/ˈseh-chee/";"";""
"sekiz";"oito";[sound:ptBR_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"dokuz";"nove";[sound:ptBR_NUMBER_NINE.mp3];"/ˈnɔvi/";"/ˈno-vee/";"";""
"on";"dez";[sound:ptBR_NUMBER_TEN.mp3];"/dɛz/";"/dez/";"";""
