Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Você fala inglês?";"Μιλάτε Αγγλικά;";[sound:elGR_COMMUNICATION_SPEAK_ENGLISH.mp3];"/miˈlate aɣliˈka/";"/mi-ˈla-te a-ghli-ˈka/";"";""
"Pode falar mais devagar, por favor?";"Λίγο πιο αργά, παρακαλώ.";[sound:elGR_COMMUNICATION_SPEAK_SLOWER.mp3];"/ˈliɣo pço arˈɣa, parakaˈlo/";"/ˈlee-go pyo ar-ˈga, pa-ra-ka-ˈlo/";"";""
"Meu português não é muito bom.";"Τα Ελληνικά μου δεν είναι πολύ καλά.";[sound:elGR_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/ta eliniˈka mu ðen ˈine poˈli kaˈla/";"/ta e-li-ni-ˈka mu then ˈi-ne po-ˈli ka-ˈla/";"";""
"Como se diz … em português?";"Πώς το λέτε στα Ελληνικά;";[sound:elGR_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/pos to ˈlete sta eliniˈka/";"/pos to ˈle-te sta e-li-ni-ˈka/";"";""
"Cardápio, por favor.";"Κατάλογο, παρακαλώ.";[sound:elGR_REQUEST_MENU.mp3];"/kaˈtaloɣo, parakaˈlo/";"/ka-ˈta-lo-go, pa-ra-ka-ˈlo/";"";""
"Café";"Καφέ";[sound:elGR_REQUEST_COFFEE.mp3];"/kaˈfe/";"/ka-ˈfe/";"";""
"Água";"Νερό";[sound:elGR_REQUEST_WATER.mp3];"/neˈro/";"/ne-ˈro/";"";""
"por favor";"παρακαλώ";[sound:elGR_REQUEST_PLEASE.mp3];"/parakaˈlo/";"/pa-ra-ka-ˈlo/";"";"Χρήση όταν ζητάμε κάτι."
"A conta, por favor.";"Λογαριασμό, παρακαλώ.";[sound:elGR_REQUEST_BILL.mp3];"/loɣarjazˈmo, parakaˈlo/";"/lo-ɣa-riaz-ˈmo, pa-ra-ka-ˈlo/";"";""
"Sou vegetariano/a.";"Είμαι χορτοφάγος.";[sound:elGR_DINING_VEGETARIAN.mp3];"/ˈime xortoˈfaʝos/";"/ˈi-me hor-to-ˈfa-yos/";"“-a” for female.";"Για γυναίκα: «χορτοφάγα»."
"Tava uma delícia!";"Ήταν πεντανόστιμο!";[sound:elGR_DINING_DELICIOUS.mp3];"/ˈitan pendanˈostimo/";"/ˈi-tan pen-da-ˈno-sti-mo/";"";""
"Tá muito bom!";"Είναι τέλειο!";[sound:elGR_DINING_YUMMY.mp3];"/ˈine ˈtelio/";"/ˈi-ne ˈte-lio/";"";""
"Onde fica a estação?";"Πού είναι ο σταθμός;";[sound:elGR_NAVIGATION_TRAIN_STATION.mp3];"/pu ˈine o staθˈmos/";"/pu ˈi-ne o stath-ˈmos/";"";""
"Onde fica o banheiro?";"Πού είναι η τουαλέτα;";[sound:elGR_NAVIGATION_RESTROOM.mp3];"/pu ˈine i tuaˈleta/";"/pu ˈi-ne i tua-ˈle-ta/";"";""
"Onde tem caixa eletrônico?";"Πού είναι το κοντινότερο ΑΤΜ;";[sound:elGR_NAVIGATION_ATM.mp3];"/pu ˈine to kondiˈnotero a.teˈem/";"/pu ˈi-ne to kon-di-ˈno-te-ro A-T-M/";"";""
"Quanto é?";"Πόσο κάνει αυτό;";[sound:elGR_SHOPPING_HOW_MUCH.mp3];"/ˈposo ˈkani afˈto/";"/ˈpo-so ˈka-ni af-ˈto/";"";""
"Posso pagar com cartão?";"Μπορώ με κάρτα;";[sound:elGR_SHOPPING_PAY_BY_CARD.mp3];"/boˈro me ˈkarta/";"/bo-ˈro me ˈkar-ta/";"";""
"Pago em dinheiro.";"Με μετρητά.";[sound:elGR_SHOPPING_PAY_BY_CASH.mp3];"/me metriˈta/";"/me me-tri-ˈta/";"";""
"Socorro!";"Βοήθεια!";[sound:elGR_EMERGENCY_HELP.mp3];"/voˈiθia/";"/vo-ˈee-thia/";"";""
"Preciso de um médico!";"Χρειάζομαι γιατρό!";[sound:elGR_EMERGENCY_DOCTOR.mp3];"/xriˈazome ʝaˈtro/";"/hri-ˈa-zo-me ya-ˈtro/";"";""
"Chama a polícia!";"Καλέστε την αστυνομία!";[sound:elGR_EMERGENCY_POLICE.mp3];"/kaˈleste tin astinoˈmia/";"/ka-ˈles-te tin as-ti-no-ˈmi-a/";"";""
"um";"ένα";[sound:elGR_NUMBER_ONE.mp3];"/ˈena/";"/ˈe-na/";"";""
"dois";"δύο";[sound:elGR_NUMBER_TWO.mp3];"/ˈðio/";"/ˈthio/";"";""
"três";"τρία";[sound:elGR_NUMBER_THREE.mp3];"/ˈtria/";"/ˈtri-a/";"";""
"quatro";"τέσσερα";[sound:elGR_NUMBER_FOUR.mp3];"/ˈtesera/";"/ˈte-se-ra/";"";""
"cinco";"πέντε";[sound:elGR_NUMBER_FIVE.mp3];"/ˈpende/";"/ˈpen-de/";"";""
"seis";"έξι";[sound:elGR_NUMBER_SIX.mp3];"/ˈeksi/";"/ˈek-si/";"";""
"sete";"εφτά";[sound:elGR_NUMBER_SEVEN.mp3];"/eˈfta/";"/e-ˈfta/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «επτά»."
"oito";"οχτώ";[sound:elGR_NUMBER_EIGHT.mp3];"/oˈxto/";"/o-ˈhto/";"";"Συνηθισμένο στην καθομιλουμένη· πιο επίσημο: «οκτώ»."
"nove";"εννιά";[sound:elGR_NUMBER_NINE.mp3];"/eˈɲa/";"/e-ˈnia/";"";"Πιο επίσημο: «εννέα»."
"dez";"δέκα";[sound:elGR_NUMBER_TEN.mp3];"/ˈðeka/";"/ˈthe-ka/";"";""
